"","type","tree_index","ntip","Ntype","N"
"1","estimate, all pooled",1,108,"N_lambda",1.9075856621274
"2","estimate, all pooled",1,108,"N_mu",2.00791549384131
"3","estimate, all pooled",1,108,"N_both",8.71647889414989
"4","estimate, all pooled",1,108,"N_sum",12.6319800501186
"5","estimate, all pooled",1,108,"N_lambda_ratio",0.151012403008782
"6","estimate, all pooled",1,108,"N_mu_ratio",0.158954929146081
"7","estimate, all pooled",1,108,"N_both_ratio",0.690032667845137
"8","estimate, all pooled",2,739,"N_lambda",5.7983115415132e-06
"9","estimate, all pooled",2,739,"N_mu",5.1306805944953e-06
"10","estimate, all pooled",2,739,"N_both",2.43482219351401e-05
"11","estimate, all pooled",2,739,"N_sum",3.52772140711486e-05
"12","estimate, all pooled",2,739,"N_lambda_ratio",0.164364213393351
"13","estimate, all pooled",2,739,"N_mu_ratio",0.145438939258285
"14","estimate, all pooled",2,739,"N_both_ratio",0.690196847348364
"15","estimate, all pooled",3,269,"N_lambda",0.53391556619424
"16","estimate, all pooled",3,269,"N_mu",0.557991167885946
"17","estimate, all pooled",3,269,"N_both",2.39193499068824
"18","estimate, all pooled",3,269,"N_sum",3.48384172476842
"19","estimate, all pooled",3,269,"N_lambda_ratio",0.153254828541251
"20","estimate, all pooled",3,269,"N_mu_ratio",0.160165475922428
"21","estimate, all pooled",3,269,"N_both_ratio",0.686579695536322
"22","estimate, all pooled",5,88,"N_lambda",1.02204899734285
"23","estimate, all pooled",5,88,"N_mu",0.964943694747632
"24","estimate, all pooled",5,88,"N_both",4.27779941925791
"25","estimate, all pooled",5,88,"N_sum",6.2647921113484
"26","estimate, all pooled",5,88,"N_lambda_ratio",0.163141725882884
"27","estimate, all pooled",5,88,"N_mu_ratio",0.154026450933572
"28","estimate, all pooled",5,88,"N_both_ratio",0.682831823183545
"29","estimate, all pooled",6,732,"N_lambda",0.0235340069712192
"30","estimate, all pooled",6,732,"N_mu",0.0126470787061858
"31","estimate, all pooled",6,732,"N_both",0.0787235497402051
"32","estimate, all pooled",6,732,"N_sum",0.11490463541761
"33","estimate, all pooled",6,732,"N_lambda_ratio",0.204813381859548
"34","estimate, all pooled",6,732,"N_mu_ratio",0.11006587036477
"35","estimate, all pooled",6,732,"N_both_ratio",0.685120747775682
"36","estimate, all pooled",7,162,"N_lambda",0.222307027816116
"37","estimate, all pooled",7,162,"N_mu",0.217660299358707
"38","estimate, all pooled",7,162,"N_both",1.00042515289209
"39","estimate, all pooled",7,162,"N_sum",1.44039248006691
"40","estimate, all pooled",7,162,"N_lambda_ratio",0.154337814791833
"41","estimate, all pooled",7,162,"N_mu_ratio",0.151111799298338
"42","estimate, all pooled",7,162,"N_both_ratio",0.694550385909829
"43","estimate, all pooled",8,579,"N_lambda",1.27369565804799
"44","estimate, all pooled",8,579,"N_mu",1.25484737010735
"45","estimate, all pooled",8,579,"N_both",5.63532506677139
"46","estimate, all pooled",8,579,"N_sum",8.16386809492673
"47","estimate, all pooled",8,579,"N_lambda_ratio",0.15601619762077
"48","estimate, all pooled",8,579,"N_mu_ratio",0.153707452829517
"49","estimate, all pooled",8,579,"N_both_ratio",0.690276349549713
"50","estimate, all pooled",9,234,"N_lambda",0.665611659267327
"51","estimate, all pooled",9,234,"N_mu",0.717727436095792
"52","estimate, all pooled",9,234,"N_both",3.12755625843826
"53","estimate, all pooled",9,234,"N_sum",4.51089535380138
"54","estimate, all pooled",9,234,"N_lambda_ratio",0.147556439921934
"55","estimate, all pooled",9,234,"N_mu_ratio",0.159109750903655
"56","estimate, all pooled",9,234,"N_both_ratio",0.693333809174411
"57","estimate, all pooled",10,222,"N_lambda",0.00292887413881833
"58","estimate, all pooled",10,222,"N_mu",0.00157482270064712
"59","estimate, all pooled",10,222,"N_both",0.00896059013169699
"60","estimate, all pooled",10,222,"N_sum",0.0134642869711625
"61","estimate, all pooled",10,222,"N_lambda_ratio",0.217529093452281
"62","estimate, all pooled",10,222,"N_mu_ratio",0.116962948280889
"63","estimate, all pooled",10,222,"N_both_ratio",0.665507958266829
"64","estimate, all pooled",11,109,"N_lambda",0.0930849119677465
"65","estimate, all pooled",11,109,"N_mu",0.0897095392377005
"66","estimate, all pooled",11,109,"N_both",0.408818551488528
"67","estimate, all pooled",11,109,"N_sum",0.591613002693975
"68","estimate, all pooled",11,109,"N_lambda_ratio",0.157340882542936
"69","estimate, all pooled",11,109,"N_mu_ratio",0.151635509749107
"70","estimate, all pooled",11,109,"N_both_ratio",0.691023607707957
"71","estimate, all pooled",12,105,"N_lambda",0.00260094734451995
"72","estimate, all pooled",12,105,"N_mu",0.00240285555517754
"73","estimate, all pooled",12,105,"N_both",0.0104869684210451
"74","estimate, all pooled",12,105,"N_sum",0.0154907713207426
"75","estimate, all pooled",12,105,"N_lambda_ratio",0.167903023720789
"76","estimate, all pooled",12,105,"N_mu_ratio",0.155115294482467
"77","estimate, all pooled",12,105,"N_both_ratio",0.676981681796744
"78","estimate, all pooled",13,386,"N_lambda",3.01446501337445e-06
"79","estimate, all pooled",13,386,"N_mu",4.97447594639001e-06
"80","estimate, all pooled",13,386,"N_both",2.33642982858681e-05
"81","estimate, all pooled",13,386,"N_sum",3.13532392456326e-05
"82","estimate, all pooled",13,386,"N_lambda_ratio",0.0961452496106714
"83","estimate, all pooled",13,386,"N_mu_ratio",0.158659075300583
"84","estimate, all pooled",13,386,"N_both_ratio",0.745195675088746
"85","estimate, all pooled",14,111,"N_lambda",0.337230287292642
"86","estimate, all pooled",14,111,"N_mu",0.312665386098978
"87","estimate, all pooled",14,111,"N_both",1.35223872704617
"88","estimate, all pooled",14,111,"N_sum",2.00213440043779
"89","estimate, all pooled",14,111,"N_lambda_ratio",0.168435389361925
"90","estimate, all pooled",14,111,"N_mu_ratio",0.156166032625288
"91","estimate, all pooled",14,111,"N_both_ratio",0.675398578012788
"92","estimate, all pooled",15,549,"N_lambda",6.80428648570051e-05
"93","estimate, all pooled",15,549,"N_mu",7.39208297749455e-05
"94","estimate, all pooled",15,549,"N_both",0.000310185691586924
"95","estimate, all pooled",15,549,"N_sum",0.000452149386218875
"96","estimate, all pooled",15,549,"N_lambda_ratio",0.150487575413997
"97","estimate, all pooled",15,549,"N_mu_ratio",0.16348762605455
"98","estimate, all pooled",15,549,"N_both_ratio",0.686024798531454
"99","estimate, all pooled",16,514,"N_lambda",0.000109054909410689
"100","estimate, all pooled",16,514,"N_mu",0.000137598926799685
"101","estimate, all pooled",16,514,"N_both",0.000604364579551425
"102","estimate, all pooled",16,514,"N_sum",0.000851018415761799
"103","estimate, all pooled",16,514,"N_lambda_ratio",0.128146356636792
"104","estimate, all pooled",16,514,"N_mu_ratio",0.161687366866805
"105","estimate, all pooled",16,514,"N_both_ratio",0.710166276496403
"106","estimate, all pooled",17,461,"N_lambda",0.447326940625557
"107","estimate, all pooled",17,461,"N_mu",0.621896425775574
"108","estimate, all pooled",17,461,"N_both",2.56898471846039
"109","estimate, all pooled",17,461,"N_sum",3.63820808486152
"110","estimate, all pooled",17,461,"N_lambda_ratio",0.12295254427224
"111","estimate, all pooled",17,461,"N_mu_ratio",0.170934814961043
"112","estimate, all pooled",17,461,"N_both_ratio",0.706112640766718
"113","estimate, all pooled",18,183,"N_lambda",0.0057316767156898
"114","estimate, all pooled",18,183,"N_mu",0.00530601343786643
"115","estimate, all pooled",18,183,"N_both",0.0240285680076266
"116","estimate, all pooled",18,183,"N_sum",0.0350662581611829
"117","estimate, all pooled",18,183,"N_lambda_ratio",0.163452761037235
"118","estimate, all pooled",18,183,"N_mu_ratio",0.151313932997277
"119","estimate, all pooled",18,183,"N_both_ratio",0.685233305965489
"120","estimate, all pooled",19,309,"N_lambda",2.26329600488197
"121","estimate, all pooled",19,309,"N_mu",2.98375830494226
"122","estimate, all pooled",19,309,"N_both",13.5323595745248
"123","estimate, all pooled",19,309,"N_sum",18.7794138843491
"124","estimate, all pooled",19,309,"N_lambda_ratio",0.120520055568306
"125","estimate, all pooled",19,309,"N_mu_ratio",0.158884527670427
"126","estimate, all pooled",19,309,"N_both_ratio",0.720595416761267
"127","estimate, all pooled",20,603,"N_lambda",0.000721148347929784
"128","estimate, all pooled",20,603,"N_mu",0.000746379246835286
"129","estimate, all pooled",20,603,"N_both",0.00324507960093767
"130","estimate, all pooled",20,603,"N_sum",0.00471260719570274
"131","estimate, all pooled",20,603,"N_lambda_ratio",0.153025346264245
"132","estimate, all pooled",20,603,"N_mu_ratio",0.158379261381233
"133","estimate, all pooled",20,603,"N_both_ratio",0.688595392354522
"134","estimate, all pooled",22,302,"N_lambda",0.00813180258374283
"135","estimate, all pooled",22,302,"N_mu",0.00855504741982462
"136","estimate, all pooled",22,302,"N_both",0.0401863830595311
"137","estimate, all pooled",22,302,"N_sum",0.0568732330630985
"138","estimate, all pooled",22,302,"N_lambda_ratio",0.14298119072501
"139","estimate, all pooled",22,302,"N_mu_ratio",0.150423089370234
"140","estimate, all pooled",22,302,"N_both_ratio",0.706595719904756
"141","estimate, all pooled",23,171,"N_lambda",1.57738250668891
"142","estimate, all pooled",23,171,"N_mu",1.48273964231848
"143","estimate, all pooled",23,171,"N_both",6.48238054100331
"144","estimate, all pooled",23,171,"N_sum",9.5425026900107
"145","estimate, all pooled",23,171,"N_lambda_ratio",0.165300713862009
"146","estimate, all pooled",23,171,"N_mu_ratio",0.155382680045838
"147","estimate, all pooled",23,171,"N_both_ratio",0.679316606092153
"148","estimate, all pooled",24,394,"N_lambda",0.000760959398159526
"149","estimate, all pooled",24,394,"N_mu",0.000410997616494315
"150","estimate, all pooled",24,394,"N_both",0.00219978026492401
"151","estimate, all pooled",24,394,"N_sum",0.00337173727957785
"152","estimate, all pooled",24,394,"N_lambda_ratio",0.225687630755976
"153","estimate, all pooled",24,394,"N_mu_ratio",0.121894911262414
"154","estimate, all pooled",24,394,"N_both_ratio",0.65241745798161
"155","estimate, all pooled",25,339,"N_lambda",2.13571400418549e-06
"156","estimate, all pooled",25,339,"N_mu",4.25045656689455e-06
"157","estimate, all pooled",25,339,"N_both",1.77608583646663e-05
"158","estimate, all pooled",25,339,"N_sum",2.41470289357463e-05
"159","estimate, all pooled",25,339,"N_lambda_ratio",0.0884462436297435
"160","estimate, all pooled",25,339,"N_mu_ratio",0.176023997743355
"161","estimate, all pooled",25,339,"N_both_ratio",0.735529758626901
"162","estimate, all pooled",26,120,"N_lambda",0.186287105543693
"163","estimate, all pooled",26,120,"N_mu",0.176912289243761
"164","estimate, all pooled",26,120,"N_both",0.771879359588468
"165","estimate, all pooled",26,120,"N_sum",1.13507875437592
"166","estimate, all pooled",26,120,"N_lambda_ratio",0.164118220718628
"167","estimate, all pooled",26,120,"N_mu_ratio",0.1558590437551
"168","estimate, all pooled",26,120,"N_both_ratio",0.680022735526272
"169","estimate, all pooled",27,1246,"N_lambda",3.10073215612813
"170","estimate, all pooled",27,1246,"N_mu",3.1387501869192
"171","estimate, all pooled",27,1246,"N_both",13.9067543120205
"172","estimate, all pooled",27,1246,"N_sum",20.1462366550678
"173","estimate, all pooled",27,1246,"N_lambda_ratio",0.153911234600142
"174","estimate, all pooled",27,1246,"N_mu_ratio",0.155798337955572
"175","estimate, all pooled",27,1246,"N_both_ratio",0.690290427444285
"176","estimate, all pooled",28,526,"N_lambda",4.18113023894939e-06
"177","estimate, all pooled",28,526,"N_mu",5.56615426234345e-06
"178","estimate, all pooled",28,526,"N_both",2.48047751530714e-05
"179","estimate, all pooled",28,526,"N_sum",3.45520596543643e-05
"180","estimate, all pooled",28,526,"N_lambda_ratio",0.121009580348455
"181","estimate, all pooled",28,526,"N_mu_ratio",0.161094716726688
"182","estimate, all pooled",28,526,"N_both_ratio",0.717895702924857
"183","estimate, all pooled",29,363,"N_lambda",0.000238296150122049
"184","estimate, all pooled",29,363,"N_mu",0.000214790961247328
"185","estimate, all pooled",29,363,"N_both",0.00095981336380289
"186","estimate, all pooled",29,363,"N_sum",0.00141290047517227
"187","estimate, all pooled",29,363,"N_lambda_ratio",0.168657420893708
"188","estimate, all pooled",29,363,"N_mu_ratio",0.152021295924003
"189","estimate, all pooled",29,363,"N_both_ratio",0.679321283182289
"190","estimate, all pooled",30,238,"N_lambda",0.00110541007461538
"191","estimate, all pooled",30,238,"N_mu",0.00123888323823243
"192","estimate, all pooled",30,238,"N_both",0.00541194502875058
"193","estimate, all pooled",30,238,"N_sum",0.00775623834159838
"194","estimate, all pooled",30,238,"N_lambda_ratio",0.142518837860722
"195","estimate, all pooled",30,238,"N_mu_ratio",0.159727329624211
"196","estimate, all pooled",30,238,"N_both_ratio",0.697753832515067
"197","estimate, all pooled",31,185,"N_lambda",1.96499376168905e-05
"198","estimate, all pooled",31,185,"N_mu",1.06976398586358e-05
"199","estimate, all pooled",31,185,"N_both",6.94213811383587e-05
"200","estimate, all pooled",31,185,"N_sum",9.97689586138849e-05
"201","estimate, all pooled",31,185,"N_lambda_ratio",0.196954422396424
"202","estimate, all pooled",31,185,"N_mu_ratio",0.107224130704187
"203","estimate, all pooled",31,185,"N_both_ratio",0.695821446899389
"204","estimate, all pooled",32,523,"N_lambda",0.931968815773872
"205","estimate, all pooled",32,523,"N_mu",1.01219143819054
"206","estimate, all pooled",32,523,"N_both",4.46827595004762
"207","estimate, all pooled",32,523,"N_sum",6.41243620401203
"208","estimate, all pooled",32,523,"N_lambda_ratio",0.145337713487235
"209","estimate, all pooled",32,523,"N_mu_ratio",0.157848188424432
"210","estimate, all pooled",32,523,"N_both_ratio",0.696814098088334
"211","estimate, all pooled",33,1300,"N_lambda",2.49552310534735
"212","estimate, all pooled",33,1300,"N_mu",3.52651289013869
"213","estimate, all pooled",33,1300,"N_both",14.8745012892611
"214","estimate, all pooled",33,1300,"N_sum",20.8965372847471
"215","estimate, all pooled",33,1300,"N_lambda_ratio",0.119422805383593
"216","estimate, all pooled",33,1300,"N_mu_ratio",0.168760634457498
"217","estimate, all pooled",33,1300,"N_both_ratio",0.711816560158909
"218","estimate, all pooled",34,206,"N_lambda",0.00216520692875614
"219","estimate, all pooled",34,206,"N_mu",0.00271929740276856
"220","estimate, all pooled",34,206,"N_both",0.0126059972177894
"221","estimate, all pooled",34,206,"N_sum",0.0174905015493141
"222","estimate, all pooled",34,206,"N_lambda_ratio",0.123793301332805
"223","estimate, all pooled",34,206,"N_mu_ratio",0.155472808775755
"224","estimate, all pooled",34,206,"N_both_ratio",0.72073388989144
"225","estimate, all pooled",35,710,"N_lambda",5.18922985866204e-06
"226","estimate, all pooled",35,710,"N_mu",7.00518798962189e-06
"227","estimate, all pooled",35,710,"N_both",2.83302950718827e-05
"228","estimate, all pooled",35,710,"N_sum",4.05247129201666e-05
"229","estimate, all pooled",35,710,"N_lambda_ratio",0.128050996163373
"230","estimate, all pooled",35,710,"N_mu_ratio",0.172862124980923
"231","estimate, all pooled",35,710,"N_both_ratio",0.699086878855704
"232","estimate, all pooled",36,1207,"N_lambda",2.94243899185955
"233","estimate, all pooled",36,1207,"N_mu",3.32321211654175
"234","estimate, all pooled",36,1207,"N_both",14.6792692005439
"235","estimate, all pooled",36,1207,"N_sum",20.9449203089452
"236","estimate, all pooled",36,1207,"N_lambda_ratio",0.140484611469392
"237","estimate, all pooled",36,1207,"N_mu_ratio",0.158664347609022
"238","estimate, all pooled",36,1207,"N_both_ratio",0.700851040921585
"239","estimate, all pooled",37,340,"N_lambda",0.0062514070371888
"240","estimate, all pooled",37,340,"N_mu",0.00527777968580176
"241","estimate, all pooled",37,340,"N_both",0.02458634895692
"242","estimate, all pooled",37,340,"N_sum",0.0361155356799106
"243","estimate, all pooled",37,340,"N_lambda_ratio",0.173094678494999
"244","estimate, all pooled",37,340,"N_mu_ratio",0.146135993456621
"245","estimate, all pooled",37,340,"N_both_ratio",0.68076932804838
"246","estimate, all pooled",38,300,"N_lambda",1.50658051041783
"247","estimate, all pooled",38,300,"N_mu",1.49420623879748
"248","estimate, all pooled",38,300,"N_both",6.69936616482985
"249","estimate, all pooled",38,300,"N_sum",9.70015291404516
"250","estimate, all pooled",38,300,"N_lambda_ratio",0.155315129953921
"251","estimate, all pooled",38,300,"N_mu_ratio",0.154039451958945
"252","estimate, all pooled",38,300,"N_both_ratio",0.690645418087134
"253","estimate, all pooled",39,312,"N_lambda",2.14097174072014e-06
"254","estimate, all pooled",39,312,"N_mu",3.06863481952498e-06
"255","estimate, all pooled",39,312,"N_both",1.36112655975362e-05
"256","estimate, all pooled",39,312,"N_sum",1.88208721577813e-05
"257","estimate, all pooled",39,312,"N_lambda_ratio",0.113755182160088
"258","estimate, all pooled",39,312,"N_mu_ratio",0.163044241191356
"259","estimate, all pooled",39,312,"N_both_ratio",0.723200576648556
"260","estimate, all pooled",40,115,"N_lambda",1.00669869580161e-06
"261","estimate, all pooled",40,115,"N_mu",9.24809884200972e-07
"262","estimate, all pooled",40,115,"N_both",4.44849255749529e-06
"263","estimate, all pooled",40,115,"N_sum",6.38000113749786e-06
"264","estimate, all pooled",40,115,"N_lambda_ratio",0.157789736099705
"265","estimate, all pooled",40,115,"N_mu_ratio",0.144954501460115
"266","estimate, all pooled",40,115,"N_both_ratio",0.69725576244018
"267","estimate, all pooled",41,169,"N_lambda",0.0619659763826973
"268","estimate, all pooled",41,169,"N_mu",0.0610158987231249
"269","estimate, all pooled",41,169,"N_both",0.279359661171094
"270","estimate, all pooled",41,169,"N_sum",0.402341536276917
"271","estimate, all pooled",41,169,"N_lambda_ratio",0.154013371217155
"272","estimate, all pooled",41,169,"N_mu_ratio",0.151652000158219
"273","estimate, all pooled",41,169,"N_both_ratio",0.694334628624626
"274","estimate, all pooled",42,285,"N_lambda",1.604949220038e-06
"275","estimate, all pooled",42,285,"N_mu",3.04994576196978e-06
"276","estimate, all pooled",42,285,"N_both",8.0234877867615e-06
"277","estimate, all pooled",42,285,"N_sum",1.26783827687693e-05
"278","estimate, all pooled",42,285,"N_lambda_ratio",0.12658942779291
"279","estimate, all pooled",42,285,"N_mu_ratio",0.240562681975711
"280","estimate, all pooled",42,285,"N_both_ratio",0.632847890231378
"281","estimate, all pooled",43,645,"N_lambda",0.0211142037285063
"282","estimate, all pooled",43,645,"N_mu",0.0234623021277531
"283","estimate, all pooled",43,645,"N_both",0.108129847773244
"284","estimate, all pooled",43,645,"N_sum",0.152706353629503
"285","estimate, all pooled",43,645,"N_lambda_ratio",0.138266700937236
"286","estimate, all pooled",43,645,"N_mu_ratio",0.153643260873594
"287","estimate, all pooled",43,645,"N_both_ratio",0.70809003818917
"288","estimate, all pooled",44,115,"N_lambda",0.000983156302475067
"289","estimate, all pooled",44,115,"N_mu",0.000991291720453886
"290","estimate, all pooled",44,115,"N_both",0.0044708186217335
"291","estimate, all pooled",44,115,"N_sum",0.00644526664466246
"292","estimate, all pooled",44,115,"N_lambda_ratio",0.15253927520427
"293","estimate, all pooled",44,115,"N_mu_ratio",0.153801506610251
"294","estimate, all pooled",44,115,"N_both_ratio",0.693659218185479
"295","estimate, all pooled",45,156,"N_lambda",0.747560961353859
"296","estimate, all pooled",45,156,"N_mu",0.607015058928188
"297","estimate, all pooled",45,156,"N_both",2.78487950677113
"298","estimate, all pooled",45,156,"N_sum",4.13945552705318
"299","estimate, all pooled",45,156,"N_lambda_ratio",0.180594031381233
"300","estimate, all pooled",45,156,"N_mu_ratio",0.146641280468186
"301","estimate, all pooled",45,156,"N_both_ratio",0.672764688150581
"302","estimate, all pooled",46,1463,"N_lambda",2.31126476066772
"303","estimate, all pooled",46,1463,"N_mu",2.91808297438268
"304","estimate, all pooled",46,1463,"N_both",13.3185750127542
"305","estimate, all pooled",46,1463,"N_sum",18.5479227478046
"306","estimate, all pooled",46,1463,"N_lambda_ratio",0.124610437087425
"307","estimate, all pooled",46,1463,"N_mu_ratio",0.157326672860338
"308","estimate, all pooled",46,1463,"N_both_ratio",0.718062890052237
"309","estimate, all pooled",47,658,"N_lambda",6.51920676196125e-05
"310","estimate, all pooled",47,658,"N_mu",6.15706395054684e-05
"311","estimate, all pooled",47,658,"N_both",0.000266189934192243
"312","estimate, all pooled",47,658,"N_sum",0.000392952641317324
"313","estimate, all pooled",47,658,"N_lambda_ratio",0.165903115960906
"314","estimate, all pooled",47,658,"N_mu_ratio",0.156687175581924
"315","estimate, all pooled",47,658,"N_both_ratio",0.67740970845717
"316","estimate, all pooled",49,114,"N_lambda",2.67750078600877
"317","estimate, all pooled",49,114,"N_mu",2.62098502394956
"318","estimate, all pooled",49,114,"N_both",11.5324497867474
"319","estimate, all pooled",49,114,"N_sum",16.8309355967057
"320","estimate, all pooled",49,114,"N_lambda_ratio",0.159082112258384
"321","estimate, all pooled",49,114,"N_mu_ratio",0.155724261963343
"322","estimate, all pooled",49,114,"N_both_ratio",0.685193625778273
"323","estimate, all pooled",50,313,"N_lambda",0.00137988503675741
"324","estimate, all pooled",50,313,"N_mu",0.00160382678481446
"325","estimate, all pooled",50,313,"N_both",0.00693760982868853
"326","estimate, all pooled",50,313,"N_sum",0.0099213216502604
"327","estimate, all pooled",50,313,"N_lambda_ratio",0.139082784068511
"328","estimate, all pooled",50,313,"N_mu_ratio",0.161654549802079
"329","estimate, all pooled",50,313,"N_both_ratio",0.699262666129411
"330","estimate, all pooled",51,352,"N_lambda",2.81388429612205e-06
"331","estimate, all pooled",51,352,"N_mu",4.14613882917215e-06
"332","estimate, all pooled",51,352,"N_both",1.79183823518921e-05
"333","estimate, all pooled",51,352,"N_sum",2.48784054771863e-05
"334","estimate, all pooled",51,352,"N_lambda_ratio",0.113105492178846
"335","estimate, all pooled",51,352,"N_mu_ratio",0.166656132081061
"336","estimate, all pooled",51,352,"N_both_ratio",0.720238375740093
"337","estimate, all pooled",52,353,"N_lambda",0.324264540696345
"338","estimate, all pooled",52,353,"N_mu",0.467859979678838
"339","estimate, all pooled",52,353,"N_both",1.92444936013114
"340","estimate, all pooled",52,353,"N_sum",2.71657388050632
"341","estimate, all pooled",52,353,"N_lambda_ratio",0.119365257474944
"342","estimate, all pooled",52,353,"N_mu_ratio",0.172224279647288
"343","estimate, all pooled",52,353,"N_both_ratio",0.708410462877769
"344","estimate, all pooled",53,3352,"N_lambda",0.957018424675175
"345","estimate, all pooled",53,3352,"N_mu",1.10419700272218
"346","estimate, all pooled",53,3352,"N_both",4.924538944932
"347","estimate, all pooled",53,3352,"N_sum",6.98575437232936
"348","estimate, all pooled",53,3352,"N_lambda_ratio",0.136995716377595
"349","estimate, all pooled",53,3352,"N_mu_ratio",0.158064103584276
"350","estimate, all pooled",53,3352,"N_both_ratio",0.704940180038129
"351","estimate, all pooled",54,441,"N_lambda",0.332062495654889
"352","estimate, all pooled",54,441,"N_mu",0.345763529045398
"353","estimate, all pooled",54,441,"N_both",1.58645353359814
"354","estimate, all pooled",54,441,"N_sum",2.26427955829843
"355","estimate, all pooled",54,441,"N_lambda_ratio",0.146652604992128
"356","estimate, all pooled",54,441,"N_mu_ratio",0.152703551016127
"357","estimate, all pooled",54,441,"N_both_ratio",0.700643843991745
"358","estimate, all pooled",55,2514,"N_lambda",1.86358613745143
"359","estimate, all pooled",55,2514,"N_mu",2.10839231497181
"360","estimate, all pooled",55,2514,"N_both",9.52345130197367
"361","estimate, all pooled",55,2514,"N_sum",13.4954297543969
"362","estimate, all pooled",55,2514,"N_lambda_ratio",0.138090166179722
"363","estimate, all pooled",55,2514,"N_mu_ratio",0.156230098140067
"364","estimate, all pooled",55,2514,"N_both_ratio",0.705679735680211
"365","estimate, all pooled",56,463,"N_lambda",3.23721654996347e-06
"366","estimate, all pooled",56,463,"N_mu",5.03605322467839e-06
"367","estimate, all pooled",56,463,"N_both",1.96688938832127e-05
"368","estimate, all pooled",56,463,"N_sum",2.79421636578546e-05
"369","estimate, all pooled",56,463,"N_lambda_ratio",0.115854183290974
"370","estimate, all pooled",56,463,"N_mu_ratio",0.180231326619646
"371","estimate, all pooled",56,463,"N_both_ratio",0.703914490089381
"372","estimate, all pooled",57,437,"N_lambda",0.00124568433305319
"373","estimate, all pooled",57,437,"N_mu",0.00103920401003895
"374","estimate, all pooled",57,437,"N_both",0.00478127532488765
"375","estimate, all pooled",57,437,"N_sum",0.00706616366797979
"376","estimate, all pooled",57,437,"N_lambda_ratio",0.176288632925103
"377","estimate, all pooled",57,437,"N_mu_ratio",0.147067639368175
"378","estimate, all pooled",57,437,"N_both_ratio",0.676643727706722
"379","estimate, all pooled",58,570,"N_lambda",0.018082518454271
"380","estimate, all pooled",58,570,"N_mu",0.0183061711786213
"381","estimate, all pooled",58,570,"N_both",0.0817883915438888
"382","estimate, all pooled",58,570,"N_sum",0.118177081176781
"383","estimate, all pooled",58,570,"N_lambda_ratio",0.153012058465223
"384","estimate, all pooled",58,570,"N_mu_ratio",0.15490458045107
"385","estimate, all pooled",58,570,"N_both_ratio",0.692083361083707
"386","estimate, all pooled",59,425,"N_lambda",0.478643508610019
"387","estimate, all pooled",59,425,"N_mu",0.532436843894666
"388","estimate, all pooled",59,425,"N_both",2.24583035266773
"389","estimate, all pooled",59,425,"N_sum",3.25691070517242
"390","estimate, all pooled",59,425,"N_lambda_ratio",0.146962429104939
"391","estimate, all pooled",59,425,"N_mu_ratio",0.163479104001557
"392","estimate, all pooled",59,425,"N_both_ratio",0.689558466893504
"393","estimate, all pooled",60,358,"N_lambda",0.00226369755916972
"394","estimate, all pooled",60,358,"N_mu",0.00230991369492335
"395","estimate, all pooled",60,358,"N_both",0.0102196817431067
"396","estimate, all pooled",60,358,"N_sum",0.0147932929971997
"397","estimate, all pooled",60,358,"N_lambda_ratio",0.153021883606187
"398","estimate, all pooled",60,358,"N_mu_ratio",0.156146011260684
"399","estimate, all pooled",60,358,"N_both_ratio",0.690832105133129
"400","estimate, all pooled",61,270,"N_lambda",0.00232693280968558
"401","estimate, all pooled",61,270,"N_mu",0.00141375067785127
"402","estimate, all pooled",61,270,"N_both",0.00738466938531199
"403","estimate, all pooled",61,270,"N_sum",0.0111253528728488
"404","estimate, all pooled",61,270,"N_lambda_ratio",0.209155865551411
"405","estimate, all pooled",61,270,"N_mu_ratio",0.127074681945729
"406","estimate, all pooled",61,270,"N_both_ratio",0.66376945250286
"407","estimate, all pooled",62,166,"N_lambda",3.15378797405949
"408","estimate, all pooled",62,166,"N_mu",3.17077451954957
"409","estimate, all pooled",62,166,"N_both",13.8112024444785
"410","estimate, all pooled",62,166,"N_sum",20.1357649380875
"411","estimate, all pooled",62,166,"N_lambda_ratio",0.156626181511187
"412","estimate, all pooled",62,166,"N_mu_ratio",0.157469782215819
"413","estimate, all pooled",62,166,"N_both_ratio",0.685904036272993
"414","estimate, all pooled",63,905,"N_lambda",0.00348019686793035
"415","estimate, all pooled",63,905,"N_mu",0.0040381969211916
"416","estimate, all pooled",63,905,"N_both",0.0187833629794699
"417","estimate, all pooled",63,905,"N_sum",0.0263017567685919
"418","estimate, all pooled",63,905,"N_lambda_ratio",0.1323180386219
"419","estimate, all pooled",63,905,"N_mu_ratio",0.15353335355963
"420","estimate, all pooled",63,905,"N_both_ratio",0.714148607818471
"421","estimate, all pooled",64,510,"N_lambda",0.00877916703137433
"422","estimate, all pooled",64,510,"N_mu",0.00726778094148659
"423","estimate, all pooled",64,510,"N_both",0.0338941511594835
"424","estimate, all pooled",64,510,"N_sum",0.0499410991323444
"425","estimate, all pooled",64,510,"N_lambda_ratio",0.17579042479841
"426","estimate, all pooled",64,510,"N_mu_ratio",0.145527052222597
"427","estimate, all pooled",64,510,"N_both_ratio",0.678682522978992
"428","estimate, all pooled",65,810,"N_lambda",3.49223787434455
"429","estimate, all pooled",65,810,"N_mu",3.87846505200106
"430","estimate, all pooled",65,810,"N_both",16.6955763811291
"431","estimate, all pooled",65,810,"N_sum",24.0662793074747
"432","estimate, all pooled",65,810,"N_lambda_ratio",0.145109172453587
