"","type","tree_index","ntip","Ntype","N"
"3456","estimate, all pooled",504,1025,"N_lambda_ratio",0.120310548022693
"3457","estimate, all pooled",504,1025,"N_mu_ratio",0.155840731670367
"3458","estimate, all pooled",504,1025,"N_both_ratio",0.723848720306939
"3459","estimate, all pooled",505,575,"N_lambda",9.81685856708792e-05
"3460","estimate, all pooled",505,575,"N_mu",8.97891715411383e-05
"3461","estimate, all pooled",505,575,"N_both",0.000399948409995992
"3462","estimate, all pooled",505,575,"N_sum",0.00058790616720801
"3463","estimate, all pooled",505,575,"N_lambda_ratio",0.166980023593026
"3464","estimate, all pooled",505,575,"N_mu_ratio",0.152727044806403
"3465","estimate, all pooled",505,575,"N_both_ratio",0.68029293160057
"3466","estimate, all pooled",506,273,"N_lambda",0.000349470187353326
"3467","estimate, all pooled",506,273,"N_mu",0.000400431974739627
"3468","estimate, all pooled",506,273,"N_both",0.0017966976203395
"3469","estimate, all pooled",506,273,"N_sum",0.00254659978243245
"3470","estimate, all pooled",506,273,"N_lambda_ratio",0.137230117493971
"3471","estimate, all pooled",506,273,"N_mu_ratio",0.15724181612752
"3472","estimate, all pooled",506,273,"N_both_ratio",0.705528066378508
"3473","estimate, all pooled",507,177,"N_lambda",1.78067775329313e-06
"3474","estimate, all pooled",507,177,"N_mu",1.86492548844154e-06
"3475","estimate, all pooled",507,177,"N_both",9.11210863206024e-06
"3476","estimate, all pooled",507,177,"N_sum",1.27577118737949e-05
"3477","estimate, all pooled",507,177,"N_lambda_ratio",0.139576576968378
"3478","estimate, all pooled",507,177,"N_mu_ratio",0.146180248220859
"3479","estimate, all pooled",507,177,"N_both_ratio",0.714243174810763
"3480","estimate, all pooled",508,1229,"N_lambda",9.09412526486792e-06
"3481","estimate, all pooled",508,1229,"N_mu",1.23331523542797e-05
"3482","estimate, all pooled",508,1229,"N_both",5.46273646839276e-05
"3483","estimate, all pooled",508,1229,"N_sum",7.60546423030752e-05
"3484","estimate, all pooled",508,1229,"N_lambda_ratio",0.119573572230189
"3485","estimate, all pooled",508,1229,"N_mu_ratio",0.162161729788071
"3486","estimate, all pooled",508,1229,"N_both_ratio",0.71826469798174
"3487","estimate, all pooled",509,230,"N_lambda",2.00155760479531
"3488","estimate, all pooled",509,230,"N_mu",2.03908019167861
"3489","estimate, all pooled",509,230,"N_both",9.2122527166694
"3490","estimate, all pooled",509,230,"N_sum",13.2528905131433
"3491","estimate, all pooled",509,230,"N_lambda_ratio",0.151028004253887
"3492","estimate, all pooled",509,230,"N_mu_ratio",0.153859279955297
"3493","estimate, all pooled",509,230,"N_both_ratio",0.695112715790816
"3494","estimate, all pooled",510,113,"N_lambda",0.00261894527995963
"3495","estimate, all pooled",510,113,"N_mu",0.00263455815524554
"3496","estimate, all pooled",510,113,"N_both",0.0117226502761789
"3497","estimate, all pooled",510,113,"N_sum",0.0169761537113841
"3498","estimate, all pooled",510,113,"N_lambda_ratio",0.154272005572345
"3499","estimate, all pooled",510,113,"N_mu_ratio",0.155191700077434
"3500","estimate, all pooled",510,113,"N_both_ratio",0.69053629435022
"3501","estimate, all pooled",511,279,"N_lambda",5.92677526317821
"3502","estimate, all pooled",511,279,"N_mu",5.79638330130898
"3503","estimate, all pooled",511,279,"N_both",26.0168321658468
"3504","estimate, all pooled",511,279,"N_sum",37.739990730334
"3505","estimate, all pooled",511,279,"N_lambda_ratio",0.157042308397137
"3506","estimate, all pooled",511,279,"N_mu_ratio",0.15358730060975
"3507","estimate, all pooled",511,279,"N_both_ratio",0.689370390993113
"3508","estimate, all pooled",512,413,"N_lambda",0.0189609773008229
"3509","estimate, all pooled",512,413,"N_mu",0.0229285979890303
"3510","estimate, all pooled",512,413,"N_both",0.104868081657773
"3511","estimate, all pooled",512,413,"N_sum",0.146757656947626
"3512","estimate, all pooled",512,413,"N_lambda_ratio",0.129199236995106
"3513","estimate, all pooled",512,413,"N_mu_ratio",0.156234423919788
"3514","estimate, all pooled",512,413,"N_both_ratio",0.714566339085105
"3515","estimate, all pooled",513,996,"N_lambda",1.23871206444696
"3516","estimate, all pooled",513,996,"N_mu",1.03077150583967
"3517","estimate, all pooled",513,996,"N_both",4.67376799410219
"3518","estimate, all pooled",513,996,"N_sum",6.94325156438883
"3519","estimate, all pooled",513,996,"N_lambda_ratio",0.178405182782111
"3520","estimate, all pooled",513,996,"N_mu_ratio",0.148456597932644
"3521","estimate, all pooled",513,996,"N_both_ratio",0.673138219285246
"3522","estimate, all pooled",514,83,"N_lambda",0.00405135729714458
"3523","estimate, all pooled",514,83,"N_mu",0.00412805247131778
"3524","estimate, all pooled",514,83,"N_both",0.0183675762741406
"3525","estimate, all pooled",514,83,"N_sum",0.0265469860426029
"3526","estimate, all pooled",514,83,"N_lambda_ratio",0.152610819572622
"3527","estimate, all pooled",514,83,"N_mu_ratio",0.155499854661205
"3528","estimate, all pooled",514,83,"N_both_ratio",0.691889325766174
"3529","estimate, all pooled",515,145,"N_lambda",0.0698602786383424
"3530","estimate, all pooled",515,145,"N_mu",0.0680555108183409
"3531","estimate, all pooled",515,145,"N_both",0.314363983702648
"3532","estimate, all pooled",515,145,"N_sum",0.452279773159331
"3533","estimate, all pooled",515,145,"N_lambda_ratio",0.154462531345021
"3534","estimate, all pooled",515,145,"N_mu_ratio",0.150472152099462
"3535","estimate, all pooled",515,145,"N_both_ratio",0.695065316555517
"3536","estimate, all pooled",516,401,"N_lambda",0.00206892198988176
"3537","estimate, all pooled",516,401,"N_mu",0.00171135636274708
"3538","estimate, all pooled",516,401,"N_both",0.00787360821150307
"3539","estimate, all pooled",516,401,"N_sum",0.0116538865641319
"3540","estimate, all pooled",516,401,"N_lambda_ratio",0.177530644261585
"3541","estimate, all pooled",516,401,"N_mu_ratio",0.146848551625194
"3542","estimate, all pooled",516,401,"N_both_ratio",0.675620804113221
"3543","estimate, all pooled",517,491,"N_lambda",0.000202747730271362
"3544","estimate, all pooled",517,491,"N_mu",0.000220191744802432
"3545","estimate, all pooled",517,491,"N_both",0.000919979394733826
"3546","estimate, all pooled",517,491,"N_sum",0.00134291886980762
"3547","estimate, all pooled",517,491,"N_lambda_ratio",0.15097541246137
"3548","estimate, all pooled",517,491,"N_mu_ratio",0.163965038955761
"3549","estimate, all pooled",517,491,"N_both_ratio",0.68505954858287
"3550","estimate, all pooled",518,213,"N_lambda",0.0118700075324021
"3551","estimate, all pooled",518,213,"N_mu",0.0133833072989731
"3552","estimate, all pooled",518,213,"N_both",0.0571357687264996
"3553","estimate, all pooled",518,213,"N_sum",0.0823890835578748
"3554","estimate, all pooled",518,213,"N_lambda_ratio",0.144072576363395
"3555","estimate, all pooled",518,213,"N_mu_ratio",0.16244029816853
"3556","estimate, all pooled",518,213,"N_both_ratio",0.693487125468075
"3557","estimate, all pooled",519,783,"N_lambda",0.000692455114724724
"3558","estimate, all pooled",519,783,"N_mu",0.000575279309845436
"3559","estimate, all pooled",519,783,"N_both",0.00265899630114338
"3560","estimate, all pooled",519,783,"N_sum",0.00392673072571354
"3561","estimate, all pooled",519,783,"N_lambda_ratio",0.17634392656219
"3562","estimate, all pooled",519,783,"N_mu_ratio",0.146503376480164
"3563","estimate, all pooled",519,783,"N_both_ratio",0.677152696957646
"3564","estimate, all pooled",520,1591,"N_lambda",1.36556006675349
"3565","estimate, all pooled",520,1591,"N_mu",1.66634860738687
"3566","estimate, all pooled",520,1591,"N_both",7.52206992321835
"3567","estimate, all pooled",520,1591,"N_sum",10.5539785973587
"3568","estimate, all pooled",520,1591,"N_lambda_ratio",0.129388178510732
"3569","estimate, all pooled",520,1591,"N_mu_ratio",0.157888192781052
"3570","estimate, all pooled",520,1591,"N_both_ratio",0.712723628708216
"3571","estimate, all pooled",521,257,"N_lambda",1.29542540829372
"3572","estimate, all pooled",521,257,"N_mu",1.29331380873016
"3573","estimate, all pooled",521,257,"N_both",5.67248914668204
"3574","estimate, all pooled",521,257,"N_sum",8.26122836370592
"3575","estimate, all pooled",521,257,"N_lambda_ratio",0.156807843974501
"3576","estimate, all pooled",521,257,"N_mu_ratio",0.15655224039225
"3577","estimate, all pooled",521,257,"N_both_ratio",0.686639915633249
"3578","estimate, all pooled",522,161,"N_lambda",1.5236838914502
"3579","estimate, all pooled",522,161,"N_mu",1.829344659599
"3580","estimate, all pooled",522,161,"N_both",8.13529085880716
"3581","estimate, all pooled",522,161,"N_sum",11.4883194098564
"3582","estimate, all pooled",522,161,"N_lambda_ratio",0.132628963131279
"3583","estimate, all pooled",522,161,"N_mu_ratio",0.159235184393421
"3584","estimate, all pooled",522,161,"N_both_ratio",0.708135852475299
"3585","estimate, all pooled",523,280,"N_lambda",1.82146434510586
"3586","estimate, all pooled",523,280,"N_mu",1.97706228669792
"3587","estimate, all pooled",523,280,"N_both",8.82857859607777
"3588","estimate, all pooled",523,280,"N_sum",12.6271052278816
"3589","estimate, all pooled",523,280,"N_lambda_ratio",0.14425034972259
"3590","estimate, all pooled",523,280,"N_mu_ratio",0.156572884364061
"3591","estimate, all pooled",523,280,"N_both_ratio",0.699176765913349
"3592","estimate, all pooled",524,558,"N_lambda",7.29797868402027
"3593","estimate, all pooled",524,558,"N_mu",6.5173946199288
"3594","estimate, all pooled",524,558,"N_both",29.0307314017663
"3595","estimate, all pooled",524,558,"N_sum",42.8461047057153
"3596","estimate, all pooled",524,558,"N_lambda_ratio",0.170330038964937
"3597","estimate, all pooled",524,558,"N_mu_ratio",0.152111718549281
"3598","estimate, all pooled",524,558,"N_both_ratio",0.677558242485782
"3599","estimate, all pooled",525,224,"N_lambda",0.159442026434567
"3600","estimate, all pooled",525,224,"N_mu",0.145802541032206
"3601","estimate, all pooled",525,224,"N_both",0.654325177905621
"3602","estimate, all pooled",525,224,"N_sum",0.959569745372393
"3603","estimate, all pooled",525,224,"N_lambda_ratio",0.166159914069289
"3604","estimate, all pooled",525,224,"N_mu_ratio",0.151945746242367
"3605","estimate, all pooled",525,224,"N_both_ratio",0.681894339688344
"3606","estimate, all pooled",526,356,"N_lambda",1.6003909426946e-06
"3607","estimate, all pooled",526,356,"N_mu",2.53869218715055e-06
"3608","estimate, all pooled",526,356,"N_both",7.57380107211951e-06
"3609","estimate, all pooled",526,356,"N_sum",1.17128842019647e-05
"3610","estimate, all pooled",526,356,"N_lambda_ratio",0.136635086209267
"3611","estimate, all pooled",526,356,"N_mu_ratio",0.216743557212384
"3612","estimate, all pooled",526,356,"N_both_ratio",0.64662135657835
"3613","estimate, all pooled",527,655,"N_lambda",2.15951652295342
"3614","estimate, all pooled",527,655,"N_mu",1.83651591905251
"3615","estimate, all pooled",527,655,"N_both",8.28837710803812
"3616","estimate, all pooled",527,655,"N_sum",12.284409550044
"3617","estimate, all pooled",527,655,"N_lambda_ratio",0.175793269847933
"3618","estimate, all pooled",527,655,"N_mu_ratio",0.149499730660309
"3619","estimate, all pooled",527,655,"N_both_ratio",0.674706999491758
"3620","estimate, all pooled",528,770,"N_lambda",1.59068580397325
"3621","estimate, all pooled",528,770,"N_mu",1.97014045782406
"3622","estimate, all pooled",528,770,"N_both",8.78595572524548
"3623","estimate, all pooled",528,770,"N_sum",12.3467819870428
"3624","estimate, all pooled",528,770,"N_lambda_ratio",0.12883403996625
"3625","estimate, all pooled",528,770,"N_mu_ratio",0.159567121205478
"3626","estimate, all pooled",528,770,"N_both_ratio",0.711598838828272
"3627","estimate, all pooled",529,462,"N_lambda",0.686836107980504
"3628","estimate, all pooled",529,462,"N_mu",0.495077955828196
"3629","estimate, all pooled",529,462,"N_both",2.43574010036691
"3630","estimate, all pooled",529,462,"N_sum",3.61765416417561
"3631","estimate, all pooled",529,462,"N_lambda_ratio",0.189856762645254
"3632","estimate, all pooled",529,462,"N_mu_ratio",0.13685054827263
"3633","estimate, all pooled",529,462,"N_both_ratio",0.673292689082116
"3634","estimate, all pooled",530,746,"N_lambda",0.000779963270621287
"3635","estimate, all pooled",530,746,"N_mu",0.000455929005915644
"3636","estimate, all pooled",530,746,"N_both",0.00244728835733464
"3637","estimate, all pooled",530,746,"N_sum",0.00368318063387157
"3638","estimate, all pooled",530,746,"N_lambda_ratio",0.211763513157222
"3639","estimate, all pooled",530,746,"N_mu_ratio",0.123786762376733
"3640","estimate, all pooled",530,746,"N_both_ratio",0.664449724466046
"3641","estimate, all pooled",531,578,"N_lambda",2.6069426238639
"3642","estimate, all pooled",531,578,"N_mu",3.31690734603962
"3643","estimate, all pooled",531,578,"N_both",14.7697319573427
"3644","estimate, all pooled",531,578,"N_sum",20.6935819272462
"3645","estimate, all pooled",531,578,"N_lambda_ratio",0.125978316998444
"3646","estimate, all pooled",531,578,"N_mu_ratio",0.160286767061453
"3647","estimate, all pooled",531,578,"N_both_ratio",0.713734915940102
"3648","estimate, all pooled",532,407,"N_lambda",0.00299099366711009
"3649","estimate, all pooled",532,407,"N_mu",0.00207899381498419
"3650","estimate, all pooled",532,407,"N_both",0.0114790636030882
"3651","estimate, all pooled",532,407,"N_sum",0.0165490510851825
"3652","estimate, all pooled",532,407,"N_lambda_ratio",0.180735055545761
"3653","estimate, all pooled",532,407,"N_mu_ratio",0.125626164562732
"3654","estimate, all pooled",532,407,"N_both_ratio",0.693638779891507
"3655","estimate, all pooled",533,401,"N_lambda",0.000288993348948142
"3656","estimate, all pooled",533,401,"N_mu",0.000244835301062266
"3657","estimate, all pooled",533,401,"N_both",0.00112166290193601
"3658","estimate, all pooled",533,401,"N_sum",0.00165549155194642
"3659","estimate, all pooled",533,401,"N_lambda_ratio",0.174566489698098
"3660","estimate, all pooled",533,401,"N_mu_ratio",0.147892812122421
"3661","estimate, all pooled",533,401,"N_both_ratio",0.677540698179481
"3662","estimate, all pooled",534,708,"N_lambda",1.78874467918529
"3663","estimate, all pooled",534,708,"N_mu",2.05482618969466
"3664","estimate, all pooled",534,708,"N_both",9.07911032808999
"3665","estimate, all pooled",534,708,"N_sum",12.9226811969699
"3666","estimate, all pooled",534,708,"N_lambda_ratio",0.138419005461862
"3667","estimate, all pooled",534,708,"N_mu_ratio",0.159009276664386
"3668","estimate, all pooled",534,708,"N_both_ratio",0.702571717873752
"3669","estimate, all pooled",535,1378,"N_lambda",3.05753136832651
"3670","estimate, all pooled",535,1378,"N_mu",3.28962630153686
"3671","estimate, all pooled",535,1378,"N_both",14.1372142087031
"3672","estimate, all pooled",535,1378,"N_sum",20.4843718785665
"3673","estimate, all pooled",535,1378,"N_lambda_ratio",0.149261660862821
"3674","estimate, all pooled",535,1378,"N_mu_ratio",0.160592002578263
"3675","estimate, all pooled",535,1378,"N_both_ratio",0.690146336558915
"3676","estimate, all pooled",536,4391,"N_lambda",0.722681028495055
"3677","estimate, all pooled",536,4391,"N_mu",0.804354211920101
"3678","estimate, all pooled",536,4391,"N_both",3.47591258027831
"3679","estimate, all pooled",536,4391,"N_sum",5.00294782069347
"3680","estimate, all pooled",536,4391,"N_lambda_ratio",0.14445104254453
"3681","estimate, all pooled",536,4391,"N_mu_ratio",0.160776054587874
"3682","estimate, all pooled",536,4391,"N_both_ratio",0.694772902867596
"3683","estimate, all pooled",537,418,"N_lambda",0.00508758435547631
"3684","estimate, all pooled",537,418,"N_mu",0.00315887513055218
"3685","estimate, all pooled",537,418,"N_both",0.016525549961797
"3686","estimate, all pooled",537,418,"N_sum",0.0247720094478255
"3687","estimate, all pooled",537,418,"N_lambda_ratio",0.205376328722614
"3688","estimate, all pooled",537,418,"N_mu_ratio",0.127517920466055
"3689","estimate, all pooled",537,418,"N_both_ratio",0.667105750811331
"3690","estimate, all pooled",538,550,"N_lambda",2.30664351675215
"3691","estimate, all pooled",538,550,"N_mu",2.59361981422287
"3692","estimate, all pooled",538,550,"N_both",11.5125105553854
"3693","estimate, all pooled",538,550,"N_sum",16.4127738863605
"3694","estimate, all pooled",538,550,"N_lambda_ratio",0.140539529315581
"3695","estimate, all pooled",538,550,"N_mu_ratio",0.158024465101432
"3696","estimate, all pooled",538,550,"N_both_ratio",0.701436005582987
"3697","estimate, all pooled",539,226,"N_lambda",1.67879710054341
"3698","estimate, all pooled",539,226,"N_mu",1.8086852902467
"3699","estimate, all pooled",539,226,"N_both",8.00604805305186
"3700","estimate, all pooled",539,226,"N_sum",11.493530443842
"3701","estimate, all pooled",539,226,"N_lambda_ratio",0.146064528105277
"3702","estimate, all pooled",539,226,"N_mu_ratio",0.157365510891891
"3703","estimate, all pooled",539,226,"N_both_ratio",0.696569961002832
"3704","estimate, all pooled",540,276,"N_lambda",0.00142825384575166
"3705","estimate, all pooled",540,276,"N_mu",0.00139687488412987
"3706","estimate, all pooled",540,276,"N_both",0.00625332000685264
"3707","estimate, all pooled",540,276,"N_sum",0.00907844873673417
"3708","estimate, all pooled",540,276,"N_lambda_ratio",0.157323556828879
"3709","estimate, all pooled",540,276,"N_mu_ratio",0.153867133542065
"3710","estimate, all pooled",540,276,"N_both_ratio",0.688809309629057
"3711","estimate, all pooled",541,390,"N_lambda",2.62508880555705e-06
"3712","estimate, all pooled",541,390,"N_mu",4.43126356974205e-06
"3713","estimate, all pooled",541,390,"N_both",2.30164377520676e-05
"3714","estimate, all pooled",541,390,"N_sum",3.00727901273667e-05
"3715","estimate, all pooled",541,390,"N_lambda_ratio",0.0872911623577017
"3716","estimate, all pooled",541,390,"N_mu_ratio",0.147351261754377
"3717","estimate, all pooled",541,390,"N_both_ratio",0.765357575887922
"3718","estimate, all pooled",542,727,"N_lambda",3.63711552100718
"3719","estimate, all pooled",542,727,"N_mu",3.71459812751403
"3720","estimate, all pooled",542,727,"N_both",16.3615393607898
"3721","estimate, all pooled",542,727,"N_sum",23.713253009311
"3722","estimate, all pooled",542,727,"N_lambda_ratio",0.153379020566224
"3723","estimate, all pooled",542,727,"N_mu_ratio",0.156646501686441
"3724","estimate, all pooled",542,727,"N_both_ratio",0.689974477747335
"3725","estimate, all pooled",543,821,"N_lambda",2.08298674314669
"3726","estimate, all pooled",543,821,"N_mu",2.05636205754662
"3727","estimate, all pooled",543,821,"N_both",9.09476504194863
"3728","estimate, all pooled",543,821,"N_sum",13.2341138426419
"3729","estimate, all pooled",543,821,"N_lambda_ratio",0.157395256525227
"3730","estimate, all pooled",543,821,"N_mu_ratio",0.155383434206284
"3731","estimate, all pooled",543,821,"N_both_ratio",0.687221309268489
"3732","estimate, all pooled",544,523,"N_lambda",4.54835465989992e-06
"3733","estimate, all pooled",544,523,"N_mu",5.87067074137025e-06
"3734","estimate, all pooled",544,523,"N_both",2.77120926704813e-05
"3735","estimate, all pooled",544,523,"N_sum",3.81311180717514e-05
"3736","estimate, all pooled",544,523,"N_lambda_ratio",0.119281964177952
"3737","estimate, all pooled",544,523,"N_mu_ratio",0.153960099735953
"3738","estimate, all pooled",544,523,"N_both_ratio",0.726757936086095
"3739","estimate, all pooled",545,1282,"N_lambda",0.626615534244718
"3740","estimate, all pooled",545,1282,"N_mu",0.654661891451793
"3741","estimate, all pooled",545,1282,"N_both",2.85568253779365
"3742","estimate, all pooled",545,1282,"N_sum",4.13695996349017
"3743","estimate, all pooled",545,1282,"N_lambda_ratio",0.151467633183491
"3744","estimate, all pooled",545,1282,"N_mu_ratio",0.158247093815113
"3745","estimate, all pooled",545,1282,"N_both_ratio",0.690285273001396
"3746","estimate, all pooled",546,270,"N_lambda",5.18074235200059e-06
"3747","estimate, all pooled",546,270,"N_mu",3.75885510536382e-06
"3748","estimate, all pooled",546,270,"N_both",1.95444915994424e-05
"3749","estimate, all pooled",546,270,"N_sum",2.84840890568068e-05
"3750","estimate, all pooled",546,270,"N_lambda_ratio",0.181881974237212
"3751","estimate, all pooled",546,270,"N_mu_ratio",0.131963325134513
"3752","estimate, all pooled",546,270,"N_both_ratio",0.686154700628275
"3753","estimate, all pooled",547,376,"N_lambda",1.03481184505777
"3754","estimate, all pooled",547,376,"N_mu",0.995913778605377
"3755","estimate, all pooled",547,376,"N_both",4.51549903617842
"3756","estimate, all pooled",547,376,"N_sum",6.54622465984157
"3757","estimate, all pooled",547,376,"N_lambda_ratio",0.158077655263792
"3758","estimate, all pooled",547,376,"N_mu_ratio",0.152135594232643
"3759","estimate, all pooled",547,376,"N_both_ratio",0.689786750503565
"3760","estimate, all pooled",548,412,"N_lambda",2.87631842263501e-06
"3761","estimate, all pooled",548,412,"N_mu",3.39103360529887e-06
"3762","estimate, all pooled",548,412,"N_both",1.4835113304064e-05
"3763","estimate, all pooled",548,412,"N_sum",2.11024653319979e-05
"3764","estimate, all pooled",548,412,"N_lambda_ratio",0.136302483021906
"3765","estimate, all pooled",548,412,"N_mu_ratio",0.160693717627249
"3766","estimate, all pooled",548,412,"N_both_ratio",0.703003799350845
"3767","estimate, all pooled",549,519,"N_lambda",3.63234014097702
"3768","estimate, all pooled",549,519,"N_mu",3.39366866116372
"3769","estimate, all pooled",549,519,"N_both",15.0977650445067
"3770","estimate, all pooled",549,519,"N_sum",22.1237738466474
"3771","estimate, all pooled",549,519,"N_lambda_ratio",0.164182664592165
"3772","estimate, all pooled",549,519,"N_mu_ratio",0.153394655210598
"3773","estimate, all pooled",549,519,"N_both_ratio",0.682422680197238
"3774","estimate, all pooled",550,274,"N_lambda",0.00293351533522197
"3775","estimate, all pooled",550,274,"N_mu",0.00334400069877972
"3776","estimate, all pooled",550,274,"N_both",0.015129248065575
"3777","estimate, all pooled",550,274,"N_sum",0.0214067640995767
"3778","estimate, all pooled",550,274,"N_lambda_ratio",0.137036841326241
"3779","estimate, all pooled",550,274,"N_mu_ratio",0.156212339390699
"3780","estimate, all pooled",550,274,"N_both_ratio",0.70675081928306
"3781","estimate, all pooled",551,682,"N_lambda",0.901869286960612
"3782","estimate, all pooled",551,682,"N_mu",0.811771260615321
"3783","estimate, all pooled",551,682,"N_both",3.69950303264679
"3784","estimate, all pooled",551,682,"N_sum",5.41314358022272
"3785","estimate, all pooled",551,682,"N_lambda_ratio",0.166607309337896
"3786","estimate, all pooled",551,682,"N_mu_ratio",0.149963001827844
"3787","estimate, all pooled",551,682,"N_both_ratio",0.68342968883426
"3788","estimate, all pooled",552,501,"N_lambda",1.52183735547012
"3789","estimate, all pooled",552,501,"N_mu",1.52656263330356
"3790","estimate, all pooled",552,501,"N_both",6.87308838517331
"3791","estimate, all pooled",552,501,"N_sum",9.92148837394699
"3792","estimate, all pooled",552,501,"N_lambda_ratio",0.153388009753289
"3793","estimate, all pooled",552,501,"N_mu_ratio",0.153864276786554
"3794","estimate, all pooled",552,501,"N_both_ratio",0.692747713460157
"3795","estimate, all pooled",553,183,"N_lambda",0.0398266806394253
"3796","estimate, all pooled",553,183,"N_mu",0.03946946494703
"3797","estimate, all pooled",553,183,"N_both",0.174549527284944
"3798","estimate, all pooled",553,183,"N_sum",0.2538456728714
"3799","estimate, all pooled",553,183,"N_lambda_ratio",0.156893281610523
"3800","estimate, all pooled",553,183,"N_mu_ratio",0.155486065610524
"3801","estimate, all pooled",553,183,"N_both_ratio",0.687620652778953
"3802","estimate, all pooled",554,268,"N_lambda",0.00379185034108167
"3803","estimate, all pooled",554,268,"N_mu",0.00420297048620873
"3804","estimate, all pooled",554,268,"N_both",0.0182304580263692
"3805","estimate, all pooled",554,268,"N_sum",0.0262252788536596
"3806","estimate, all pooled",554,268,"N_lambda_ratio",0.144587608095253
"3807","estimate, all pooled",554,268,"N_mu_ratio",0.160264091362454
"3808","estimate, all pooled",554,268,"N_both_ratio",0.695148300542293
"3809","estimate, all pooled",555,219,"N_lambda",0.00481921681881504
"3810","estimate, all pooled",555,219,"N_mu",0.00505575053611059
"3811","estimate, all pooled",555,219,"N_both",0.022382239358348
"3812","estimate, all pooled",555,219,"N_sum",0.0322572067132737
"3813","estimate, all pooled",555,219,"N_lambda_ratio",0.149399694203279
"3814","estimate, all pooled",555,219,"N_mu_ratio",0.156732434430852
"3815","estimate, all pooled",555,219,"N_both_ratio",0.693867871365869
"3816","estimate, all pooled",556,173,"N_lambda",0.000722201212548065
"3817","estimate, all pooled",556,173,"N_mu",0.00076164187119271
"3818","estimate, all pooled",556,173,"N_both",0.00346401780637316
"3819","estimate, all pooled",556,173,"N_sum",0.00494786089011394
"3820","estimate, all pooled",556,173,"N_lambda_ratio",0.145962311509416
"3821","estimate, all pooled",556,173,"N_mu_ratio",0.153933566061751
"3822","estimate, all pooled",556,173,"N_both_ratio",0.700104122428833
"3823","estimate, all pooled",557,1224,"N_lambda",2.67413670602173
"3824","estimate, all pooled",557,1224,"N_mu",3.09487997373603
"3825","estimate, all pooled",557,1224,"N_both",13.7303881522039
"3826","estimate, all pooled",557,1224,"N_sum",19.4994048319616
"3827","estimate, all pooled",557,1224,"N_lambda_ratio",0.13713940138514
"3828","estimate, all pooled",557,1224,"N_mu_ratio",0.158716637784923
"3829","estimate, all pooled",557,1224,"N_both_ratio",0.704143960829937
"3830","estimate, all pooled",558,423,"N_lambda",3.49934401623549e-06
"3831","estimate, all pooled",558,423,"N_mu",4.05194171160946e-06
"3832","estimate, all pooled",558,423,"N_both",1.84149018347114e-05
"3833","estimate, all pooled",558,423,"N_sum",2.59661875625563e-05
"3834","estimate, all pooled",558,423,"N_lambda_ratio",0.134765413975581
"3835","estimate, all pooled",558,423,"N_mu_ratio",0.156046847533845
"3836","estimate, all pooled",558,423,"N_both_ratio",0.709187738490573
"3837","estimate, all pooled",559,663,"N_lambda",0.27720156893848
"3838","estimate, all pooled",559,663,"N_mu",0.474187257533838
"3839","estimate, all pooled",559,663,"N_both",2.33633748539045
"3840","estimate, all pooled",559,663,"N_sum",3.08772631186276
"3841","estimate, all pooled",559,663,"N_lambda_ratio",0.0897753042015081
"3842","estimate, all pooled",559,663,"N_mu_ratio",0.153571660711007
"3843","estimate, all pooled",559,663,"N_both_ratio",0.756653035087485
"3844","estimate, all pooled",560,80,"N_lambda",0.0031002660126806
"3845","estimate, all pooled",560,80,"N_mu",0.00312298895949034
"3846","estimate, all pooled",560,80,"N_both",0.014137066304245
"3847","estimate, all pooled",560,80,"N_sum",0.0203603212764159
"3848","estimate, all pooled",560,80,"N_lambda_ratio",0.152269994691673
"3849","estimate, all pooled",560,80,"N_mu_ratio",0.153386035372036
"3850","estimate, all pooled",560,80,"N_both_ratio",0.694343969936292
"3851","estimate, all pooled",561,664,"N_lambda",4.4824577447622e-06
"3852","estimate, all pooled",561,664,"N_mu",6.5969319993567e-06
"3853","estimate, all pooled",561,664,"N_both",2.84999851841909e-05
"3854","estimate, all pooled",561,664,"N_sum",3.95793749283098e-05
"3855","estimate, all pooled",561,664,"N_lambda_ratio",0.113252363203848
"3856","estimate, all pooled",561,664,"N_mu_ratio",0.166676002622723
"3857","estimate, all pooled",561,664,"N_both_ratio",0.720071634173429
"3858","estimate, all pooled",562,563,"N_lambda",0.000997151406030044
"3859","estimate, all pooled",562,563,"N_mu",0.00100661706019045
"3860","estimate, all pooled",562,563,"N_both",0.00449912559948793
"3861","estimate, all pooled",562,563,"N_sum",0.00650289406570843
"3862","estimate, all pooled",562,563,"N_lambda_ratio",0.15333963554601
"3863","estimate, all pooled",562,563,"N_mu_ratio",0.154795241936759
"3864","estimate, all pooled",562,563,"N_both_ratio",0.69186512251723
"3865","estimate, all pooled",563,112,"N_lambda",0.00523368437880345
"3866","estimate, all pooled",563,112,"N_mu",0.00488244784258363
"3867","estimate, all pooled",563,112,"N_both",0.0217878780035769
"3868","estimate, all pooled",563,112,"N_sum",0.0319040102249639
"3869","estimate, all pooled",563,112,"N_lambda_ratio",0.164044718576107
"3870","estimate, all pooled",563,112,"N_mu_ratio",0.153035552839789
"3871","estimate, all pooled",563,112,"N_both_ratio",0.682919728584104
"3872","estimate, all pooled",564,497,"N_lambda",0.000442347272857203
"3873","estimate, all pooled",564,497,"N_mu",0.000338529057220771
"3874","estimate, all pooled",564,497,"N_both",0.00181018013267029
"3875","estimate, all pooled",564,497,"N_sum",0.00259105646274826
