"","tree_index","ntip","height","N_total","treelength","muml","etaml","lambdaml","type","inference","how_many_supported","N_per_time","support_per_time"
"34",115,1207,100,0.0227053120177903,9971.6232189054,0.0910821798565769,0.00290330482204239,0.134913871345734,"strong support","age_scaling_effect",4,2.276992573761e-06,0.000401138301376682
"35",116,273,100,0.111313648085418,3750.55520331806,0.0916735587095535,3.41876053714233e-05,0.0917735587104674,"pooled","age_scaling_effect",0,2.9679245351979e-05,0
"36",116,273,100,0,3750.55520331806,0.0916735587095535,3.41876053714233e-05,0.0917735587104674,"strong support","age_scaling_effect",0,0,0
"37",117,197,100,0.00396057212795183,2773.24849641793,0.149377456591328,2.4415356808819e-06,0.149477456591329,"pooled","age_scaling_effect",0,1.42813459849253e-06,0
"38",117,197,100,0,2773.24849641793,0.149377456591328,2.4415356808819e-06,0.149477456591329,"strong support","age_scaling_effect",0,0,0
"39",119,1397,100,8.87213081608231,13539.5111012049,0.143270125817077,0.000951262168470883,0.155456061611615,"pooled","age_scaling_effect",7,0.000655277044330854,0.000517005373951581
"40",119,1397,100,0.0566604469747534,13539.5111012049,0.143270125817077,0.000951262168470883,0.155456061611615,"strong support","age_scaling_effect",7,4.18482222520659e-06,0.000517005373951581
"41",11,11027,100,5.7252915969069,62885.8277314462,0.123091269515104,9.46451577297865e-05,0.257542263549742,"pooled","age_scaling_effect",45,9.10426371639211e-05,0.000715582534624056
"42",11,11027,100,0.0937753385302918,62885.8277314462,0.123091269515104,9.46451577297865e-05,0.257542263549742,"strong support","age_scaling_effect",45,1.49119987623856e-06,0.000715582534624056
"43",121,440,100,0.16598906079242,5818.7041733439,0.112363377544302,4.18686200307644e-05,0.134837676357685,"pooled","age_scaling_effect",1,2.85268086927041e-05,0.000171859570483254
"44",121,440,100,0.000686499566896404,5818.7041733439,0.112363377544302,4.18686200307644e-05,0.134837676357685,"strong support","age_scaling_effect",1,1.17981520703756e-07,0.000171859570483254
"45",122,415,100,4.64709485379684e-05,5344.71378338713,0.0488161599369435,1.0000001e-08,0.0716280788485572,"pooled","age_scaling_effect",0,8.69474969500015e-09,0
"46",122,415,100,0,5344.71378338713,0.0488161599369435,1.0000001e-08,0.0716280788485572,"strong support","age_scaling_effect",0,0,0
"47",123,19485,100,92.2154838820398,108183.173075204,0.0919808354653645,0.000758777317297082,0.135509621134012,"pooled","age_scaling_effect",32,0.000852401360218339,0.000295794614729549
"48",123,19485,100,0.259065256183206,108183.173075204,0.0919808354653645,0.000758777317297082,0.135509621134012,"strong support","age_scaling_effect",32,2.39469086382885e-06,0.000295794614729549
"49",124,649,100,5.90223488086386,6272.16383341721,0.112923444838754,0.00133285554725566,0.1285369398426,"pooled","age_scaling_effect",1,0.000941020521405641,0.000159434610855051
"50",124,649,100,0.00908970756395661,6272.16383341721,0.112923444838754,0.00133285554725566,0.1285369398426,"strong support","age_scaling_effect",1,1.44921398824564e-06,0.000159434610855051
"51",125,355,100,0.0159801083058179,4654.17018061609,0.0901968792904529,4.59528851075411e-06,0.13813825423668,"pooled","age_scaling_effect",0,3.433503220912e-06,0
"52",125,355,100,0,4654.17018061609,0.0901968792904529,4.59528851075411e-06,0.13813825423668,"strong support","age_scaling_effect",0,0,0
"53",126,501,100,2.96325921788661,6601.64781954522,0.12178110223508,0.000685048428375516,0.137080819068221,"pooled","age_scaling_effect",5,0.000448866601019433,0.000757386661129773
"54",126,501,100,0.0140596680220694,6601.64781954522,0.12178110223508,0.000685048428375516,0.137080819068221,"strong support","age_scaling_effect",5,2.12972100396563e-06,0.000757386661129773
"55",127,2498,100,9.6284149573951,15239.960044668,0.212283544788718,0.000881710378350179,0.2587733835513,"pooled","age_scaling_effect",8,0.000631787414742193,0.000524935759447675
"56",127,2498,100,0.0574821713714969,15239.960044668,0.212283544788718,0.000881710378350179,0.2587733835513,"strong support","age_scaling_effect",8,3.77180591044976e-06,0.000524935759447675
"57",128,5370,100,1.99818680978966,30124.1041725338,0.276754506280948,9.85894284281502e-05,0.325195440954705,"pooled","age_scaling_effect",10,6.63318251173605e-05,0.000331960078969508
"58",128,5370,100,0.0206067922927969,30124.1041725338,0.276754506280948,9.85894284281502e-05,0.325195440954705,"strong support","age_scaling_effect",10,6.84063239682511e-07,0.000331960078969508
"59",129,2353,100,0.000912158483840802,19592.402017171,0.325638628734588,7.7883256831517e-08,0.464899230842706,"pooled","age_scaling_effect",26,4.65567459794554e-08,0.00132704504415606
"60",129,2353,100,0.000218078840703209,19592.402017171,0.325638628734588,7.7883256831517e-08,0.464899230842706,"strong support","age_scaling_effect",26,1.11307863380958e-08,0.00132704504415606
"61",12,373,100,4.04829342919858e-05,4967.97912594703,0.0944302013877793,1.00000000601168e-08,0.185189360949373,"pooled","age_scaling_effect",6,8.14877302534332e-09,0.00120773454313906
"62",12,373,100,3.82333102057696e-06,4967.97912594703,0.0944302013877793,1.00000000601168e-08,0.185189360949373,"strong support","age_scaling_effect",6,7.69594823900982e-10,0.00120773454313906
"63",130,170,100,27.3057323463155,2292.29952803734,0.065748716051046,0.0156518170105376,0.0783590850527861,"pooled","age_scaling_effect",0,0.0119119390866405,0
"64",130,170,100,0,2292.29952803734,0.065748716051046,0.0156518170105376,0.0783590850527861,"strong support","age_scaling_effect",0,0,0
"65",131,474,100,9.53908989193761,4702.40549061878,0.152278774611342,0.00315170357476293,0.165501665782437,"pooled","age_scaling_effect",5,0.00202855536617757,0.00106328559074178
"66",131,474,100,0.0508649847970315,4702.40549061878,0.152278774611342,0.00315170357476293,0.165501665782437,"strong support","age_scaling_effect",5,1.08168010815967e-05,0.00106328559074178
"67",132,308,100,0.00290109288435261,3806.71562099492,0.165491996406393,1.43205779217697e-06,0.181386179605544,"pooled","age_scaling_effect",0,7.62098662782272e-07,0
"68",132,308,100,0,3806.71562099492,0.165491996406393,1.43205779217697e-06,0.181386179605544,"strong support","age_scaling_effect",0,0,0
"69",133,207,100,23.3037456667272,2430.52087922772,0.0819637024849313,0.0132287307119215,0.0820637024849358,"pooled","age_scaling_effect",0,0.00958796357846214,0
"70",133,207,100,0,2430.52087922772,0.0819637024849313,0.0132287307119215,0.0820637024849358,"strong support","age_scaling_effect",0,0,0
"71",134,145,100,1.21459098287516,1605.61538589492,0.138114896692229,0.000975732455170785,0.153775868991611,"pooled","age_scaling_effect",3,0.000756464464369954,0.0018684424840186
"72",134,145,100,0.0102307451970012,1605.61538589492,0.138114896692229,0.000975732455170785,0.153775868991611,"strong support","age_scaling_effect",3,6.37185298974878e-06,0.0018684424840186
"73",135,277,100,3.47544952015186e-05,3716.98509911885,0.0534023141900576,1.0000004041809e-08,0.0535023141900589,"pooled","age_scaling_effect",0,9.3501841612864e-09,0
"74",135,277,100,0,3716.98509911885,0.0534023141900576,1.0000004041809e-08,0.0535023141900589,"strong support","age_scaling_effect",0,0,0
"75",136,543,100,0.00877014648852143,7027.79616071499,0.102134759717142,1.65481929126908e-06,0.115817842385795,"pooled","age_scaling_effect",0,1.24792271829768e-06,0
"76",136,543,100,0,7027.79616071499,0.102134759717142,1.65481929126908e-06,0.115817842385795,"strong support","age_scaling_effect",0,0,0
"77",137,352,100,0.639650174267431,4176.68068770507,0.168526353514878,0.000259815272293367,0.170563946190941,"pooled","age_scaling_effect",2,0.0001531479713425,0.000478849150687391
"78",137,352,100,0.0084189043669231,4176.68068770507,0.168526353514878,0.000259815272293367,0.170563946190941,"strong support","age_scaling_effect",2,2.01569260290974e-06,0.000478849150687391
"79",138,115,100,14.9462524277263,1676.53155205763,0.0587396995520789,0.0117479399104158,0.0696012410811856,"pooled","age_scaling_effect",0,0.00891498427773854,0
"80",138,115,100,0,1676.53155205763,0.0587396995520789,0.0117479399104158,0.0696012410811856,"strong support","age_scaling_effect",0,0,0
"81",139,458,100,8.90338435380715,5267.78578688435,0.0713863307418748,0.00195557812830825,0.100461723066127,"pooled","age_scaling_effect",4,0.00169015687311634,0.000759332319465066
"82",139,458,100,0.0544598740844025,5267.78578688435,0.0713863307418748,0.00195557812830825,0.100461723066127,"strong support","age_scaling_effect",4,1.03382856265712e-05,0.000759332319465066
"83",13,435,100,10.3693216201251,6076.67572798964,0.0448949844221826,0.00211722275537812,0.0754312487610858,"pooled","age_scaling_effect",2,0.00170641352020204,0.000329127320516355
"84",13,435,100,0.0153829550385333,6076.67572798964,0.0448949844221826,0.00211722275537812,0.0754312487610858,"strong support","age_scaling_effect",2,2.53147538672802e-06,0.000329127320516355
"85",140,313,100,0.00383365005516094,3617.03004367065,0.164250724315827,2.07975578581907e-06,0.284774172829118,"pooled","age_scaling_effect",1,1.0598889168392e-06,0.000276469918116903
"86",140,313,100,3.46819191312697e-05,3617.03004367065,0.164250724315827,2.07975578581907e-06,0.284774172829118,"strong support","age_scaling_effect",1,9.58850734235918e-09,0.000276469918116903
"87",141,303,100,44.6372944578519,4094.23286501677,0.0496162990283747,0.0134152505820628,0.0671762529103192,"pooled","age_scaling_effect",0,0.0109024806183488,0
"88",141,303,100,0,4094.23286501677,0.0496162990283747,0.0134152505820628,0.0671762529103192,"strong support","age_scaling_effect",0,0,0
"89",142,526,100,8.25969340840634e-05,6608.12408788546,0.0425272933401162,1.00000023364692e-08,0.120451477553389,"pooled","age_scaling_effect",5,1.2499301312378e-08,0.000756644387045697
"90",142,526,100,6.36927745357956e-06,6608.12408788546,0.0425272933401162,1.00000023364692e-08,0.120451477553389,"strong support","age_scaling_effect",5,9.63855606957536e-10,0.000756644387045697
"91",143,373,100,0.0356093882672873,4750.75141473102,0.120043387397303,1.14413843172359e-05,0.142268970445926,"pooled","age_scaling_effect",0,7.49552758262e-06,0
"92",143,373,100,0,4750.75141473102,0.120043387397303,1.14413843172359e-05,0.142268970445926,"strong support","age_scaling_effect",0,0,0
"93",144,145,100,1.84718281866573e-05,2326.82128523287,0.051161480547206,1.0000001e-08,0.0950617123601145,"pooled","age_scaling_effect",0,7.93865360605408e-09,0
"94",144,145,100,0,2326.82128523287,0.051161480547206,1.0000001e-08,0.0950617123601145,"strong support","age_scaling_effect",0,0,0
"95",145,188,100,16.3820021047452,1841.91397436884,0.084494662240601,0.0122011474094117,0.084594662240612,"pooled","age_scaling_effect",0,0.00889401043301099,0
"96",145,188,100,0,1841.91397436884,0.084494662240601,0.0122011474094117,0.084594662240612,"strong support","age_scaling_effect",0,0,0
"97",146,1240,100,18.6722633304902,12269.8628080134,0.0891387337184474,0.00171967225530439,0.092076715870325,"pooled","age_scaling_effect",2,0.00152179886789732,0.000163001007533174
"98",146,1240,100,0.00321292010814459,12269.8628080134,0.0891387337184474,0.00171967225530439,0.092076715870325,"strong support","age_scaling_effect",2,2.61854607375582e-07,0.000163001007533174
"99",147,383,100,4.91659190137858e-05,5523.5152369231,0.0781659748383217,1.00000022097548e-08,0.0825668051416292,"pooled","age_scaling_effect",0,8.90120093905523e-09,0
"100",147,383,100,0,5523.5152369231,0.0781659748383217,1.00000022097548e-08,0.0825668051416292,"strong support","age_scaling_effect",0,0,0
"101",148,976,100,3.94719630220598,11172.6076834715,0.15333662250602,0.00062989363959107,0.176930112900987,"pooled","age_scaling_effect",2,0.000353292303286132,0.000179009239083795
"102",148,976,100,0.0154147863969572,11172.6076834715,0.15333662250602,0.00062989363959107,0.176930112900987,"strong support","age_scaling_effect",2,1.37969459177927e-06,0.000179009239083795
"103",149,183,100,1.40561625085138,2297.58586263072,0.0831969725100753,0.000721087915856695,0.104071340552928,"pooled","age_scaling_effect",4,0.000611779639539546,0.00174095778750137
"104",149,183,100,0.0263219517950219,2297.58586263072,0.0831969725100753,0.000721087915856695,0.104071340552928,"strong support","age_scaling_effect",4,1.14563517399447e-05,0.00174095778750137
"105",14,767,100,16.9352750345083,8806.92270583187,0.0587802100854921,0.00226990992453699,0.0945951303906888,"pooled","age_scaling_effect",3,0.00192295034260877,0.000340641118379911
"106",14,767,100,0.0611615073426577,8806.92270583187,0.0587802100854921,0.00226990992453699,0.0945951303906888,"strong support","age_scaling_effect",3,6.94470808766802e-06,0.000340641118379911
"107",150,304,100,0.384084649498511,4413.31853008159,0.0858030249809926,0.0001202928318455,0.089397972815788,"pooled","age_scaling_effect",0,8.70285357561559e-05,0
"108",150,304,100,0,4413.31853008159,0.0858030249809926,0.0001202928318455,0.089397972815788,"strong support","age_scaling_effect",0,0,0
"109",151,57,100,0.0127068637259356,882.8032409049,0.111925463414577,2.27183571563973e-05,0.120462759346978,"pooled","age_scaling_effect",0,1.43937665123551e-05,0
"110",151,57,100,0,882.8032409049,0.111925463414577,2.27183571563973e-05,0.120462759346978,"strong support","age_scaling_effect",0,0,0
"111",152,384,100,48.9772533220687,4590.33203160268,0.0754767962192058,0.0146101670252945,0.0755767962192116,"pooled","age_scaling_effect",0,0.0106696537385268,0
"112",152,384,100,0,4590.33203160268,0.0754767962192058,0.0146101670252945,0.0755767962192116,"strong support","age_scaling_effect",0,0,0
"113",153,188,100,21.6135120123518,1923.12088464995,0.0719017318431298,0.0143803463685909,0.0882059635442894,"pooled","age_scaling_effect",0,0.0112387693279541,0
"114",153,188,100,0,1923.12088464995,0.0719017318431298,0.0143803463685909,0.0882059635442894,"strong support","age_scaling_effect",0,0,0
"115",154,864,100,11.0785397337833,9660.01097929296,0.146762968466456,0.00207425855016071,0.166511589102772,"pooled","age_scaling_effect",4,0.00114684545985829,0.000414078204318228
"116",154,864,100,0.0561339998368997,9660.01097929296,0.146762968466456,0.00207425855016071,0.166511589102772,"strong support","age_scaling_effect",4,5.81096646341579e-06,0.000414078204318228
"117",155,596,100,14.1853799810442,7548.27171528702,0.0775264141236816,0.00225996695473636,0.0870051481362562,"pooled","age_scaling_effect",2,0.00187928846709579,0.000264961315045076
"118",155,596,100,0.0124522776779225,7548.27171528702,0.0775264141236816,0.00225996695473636,0.0870051481362562,"strong support","age_scaling_effect",2,1.6496859344244e-06,0.000264961315045076
"119",156,2343,100,13.9381336197188,20029.8227233755,0.0889634651657669,0.000780209202465516,0.140469470581988,"pooled","age_scaling_effect",17,0.000695869045483492,0.000848734421406558
"120",156,2343,100,0.0954159412061978,20029.8227233755,0.0889634651657669,0.000780209202465516,0.140469470581988,"strong support","age_scaling_effect",17,4.76369374427085e-06,0.000848734421406558
"121",157,162,100,0.0480746079992337,2349.77955326575,0.120097609326532,2.91335863168688e-05,0.120197609326536,"pooled","age_scaling_effect",0,2.04591992182497e-05,0
"122",157,162,100,0,2349.77955326575,0.120097609326532,2.91335863168688e-05,0.120197609326536,"strong support","age_scaling_effect",0,0,0
"123",158,364,100,3.68205055407571e-05,5124.43960678719,0.0968657947758396,1.0000001e-08,0.181305263658697,"pooled","age_scaling_effect",2,7.18527455997126e-09,0.000390286578331619
"124",158,364,100,7.7518297430745e-07,5124.43960678719,0.0968657947758396,1.0000001e-08,0.181305263658697,"strong support","age_scaling_effect",2,1.51271755311691e-10,0.000390286578331619
"125",159,689,100,8.16418677697991,8692.34077304154,0.0599626700837974,0.00112630651095465,0.0755373696233762,"pooled","age_scaling_effect",2,0.000939239152047553,0.000230087619919689
"126",159,689,100,0.00959378317414587,8692.34077304154,0.0599626700837974,0.00112630651095465,0.0755373696233762,"strong support","age_scaling_effect",2,1.10370536828239e-06,0.000230087619919689
"127",15,164,100,0.325443550530243,2026.88196985589,0.0811498800903173,0.000206267509776931,0.105159823434486,"pooled","age_scaling_effect",0,0.000160563641776034,0
"128",15,164,100,0,2026.88196985589,0.0811498800903173,0.000206267509776931,0.105159823434486,"strong support","age_scaling_effect",0,0,0
"129",160,152,100,0.201859371564211,2314.22445490765,0.0842864259191995,0.000116044158396853,0.10911684890455,"pooled","age_scaling_effect",0,8.72254941114888e-05,0
"130",160,152,100,0,2314.22445490765,0.0842864259191995,0.000116044158396853,0.10911684890455,"strong support","age_scaling_effect",0,0,0
"131",161,485,100,0.00159623808478396,6085.29643204205,0.0955303650788246,3.32287972799867e-07,0.145590877271182,"pooled","age_scaling_effect",1,2.62310653656737e-07,0.000164330531990933
"132",161,485,100,1.48491738546621e-05,6085.29643204205,0.0955303650788246,3.32287972799867e-07,0.145590877271182,"strong support","age_scaling_effect",1,2.44017263916249e-09,0.000164330531990933
"133",162,209,100,0.47564762255411,2972.78420945815,0.0857233725489151,0.000204209041001878,0.0869513912620538,"pooled","age_scaling_effect",0,0.00016000072290508,0
"134",162,209,100,0,2972.78420945815,0.0857233725489151,0.000204209041001878,0.0869513912620538,"strong support","age_scaling_effect",0,0,0
"135",163,322,100,0.0115342288231019,4126.65979292753,0.098704438084884,3.2235965983223e-06,0.0988044380848933,"pooled","age_scaling_effect",0,2.79505202800334e-06,0
"136",163,322,100,0,4126.65979292753,0.098704438084884,3.2235965983223e-06,0.0988044380848933,"strong support","age_scaling_effect",0,0,0
"137",164,123,100,8.12105411031059,1410.46896175555,0.0786065369026036,0.00821692153475579,0.0787065369026191,"pooled","age_scaling_effect",0,0.00575769785121868,0
"138",164,123,100,0,1410.46896175555,0.0786065369026036,0.00821692153475579,0.0787065369026191,"strong support","age_scaling_effect",0,0,0
"139",165,191,100,0.15251868330978,2392.21697064109,0.0777078082794369,7.81404833063223e-05,0.102612420475557,"pooled","age_scaling_effect",2,6.37562082292673e-05,0.000836044566419082
"140",165,191,100,0.00699056692757377,2392.21697064109,0.0777078082794369,7.81404833063223e-05,0.102612420475557,"strong support","age_scaling_effect",2,2.92221274799349e-06,0.000836044566419082
"141",166,508,100,14.1830756597515,4424.78255333743,0.122058964977093,0.00422212871307227,0.12215896497711,"pooled","age_scaling_effect",2,0.00320537235192581,0.000451999612611807
"142",166,508,100,0.0494724948146553,4424.78255333743,0.122058964977093,0.00422212871307227,0.12215896497711,"strong support","age_scaling_effect",2,1.11807742455819e-05,0.000451999612611807
"143",167,110,100,0.154135562596358,1447.40273220019,0.0884542218363861,0.000139948249691043,0.107088936382533,"pooled","age_scaling_effect",0,0.000106491136963696,0
"144",167,110,100,0,1447.40273220019,0.0884542218363861,0.000139948249691043,0.107088936382533,"strong support","age_scaling_effect",0,0,0
"145",168,660,100,3.00950073207942,7997.45029104758,0.0859169510717253,0.000552271623943442,0.163833394302088,"pooled","age_scaling_effect",2,0.000376307525843365,0.000250079703807452
"146",168,660,100,0.0126559850329878,7997.45029104758,0.0859169510717253,0.000552271623943442,0.163833394302088,"strong support","age_scaling_effect",2,1.58250249422056e-06,0.000250079703807452
"147",169,179,100,12.7186845914782,2487.27730693822,0.0575014724047152,0.00713002953347382,0.0817758109783669,"pooled","age_scaling_effect",0,0.00511349681678017,0
"148",169,179,100,0,2487.27730693822,0.0575014724047152,0.00713002953347382,0.0817758109783669,"strong support","age_scaling_effect",0,0,0
"149",16,780,100,0.000106872429278507,10592.7677966682,0.0248489590449072,1.00000000945432e-08,0.11860743733799,"pooled","age_scaling_effect",0,1.00891883339614e-08,0
"150",16,780,100,0,10592.7677966682,0.0248489590449072,1.00000000945432e-08,0.11860743733799,"strong support","age_scaling_effect",0,0,0
"151",170,373,100,38.3503076253124,5382.82164659809,0.0599912682721185,0.00990896072916712,0.06009126827213,"pooled","age_scaling_effect",0,0.0071245733451989,0
"152",170,373,100,0,5382.82164659809,0.0599912682721185,0.00990896072916712,0.06009126827213,"strong support","age_scaling_effect",0,0,0
"153",172,241,100,9.3783267438915,3105.18593343355,0.0634498535727291,0.00374117447670757,0.0767856569202526,"pooled","age_scaling_effect",0,0.00302021423030261,0
"154",172,241,100,0,3105.18593343355,0.0634498535727291,0.00374117447670757,0.0767856569202526,"strong support","age_scaling_effect",0,0,0
"155",173,357,100,4.18024686216153e-05,4775.75180173641,0.0724055184510222,1.0000001e-08,0.108463094179302,"pooled","age_scaling_effect",0,8.75306556057131e-09,0
"156",173,357,100,0,4775.75180173641,0.0724055184510222,1.0000001e-08,0.108463094179302,"strong support","age_scaling_effect",0,0,0
"157",174,423,100,4.81236330130286e-05,5624.40801911594,0.0841480657348307,1.0000001e-08,0.117151886011983,"pooled","age_scaling_effect",0,8.55621300045597e-09,0
"158",174,423,100,0,5624.40801911594,0.0841480657348307,1.0000001e-08,0.117151886011983,"strong support","age_scaling_effect",0,0,0
"159",175,201,100,0.0170912040616196,3228.68680634196,0.0662484235787252,6.46911109627514e-06,0.0718951064881702,"pooled","age_scaling_effect",0,5.29354659858866e-06,0
"160",175,201,100,0,3228.68680634196,0.0662484235787252,6.46911109627514e-06,0.0718951064881702,"strong support","age_scaling_effect",0,0,0
"161",176,658,100,5.95339659020541e-05,8609.78289753448,0.126445530125006,1.00000029098853e-08,0.143145670808658,"pooled","age_scaling_effect",1,6.91468839697484e-09,0.000116146947246064
"162",176,658,100,2.60241105554904e-07,8609.78289753448,0.126445530125006,1.00000029098853e-08,0.143145670808658,"strong support","age_scaling_effect",1,3.02262099581427e-11,0.000116146947246064
"163",177,97,100,0.10281569988655,1549.88487912375,0.0712102229960973,8.64067334423083e-05,0.0879241436306093,"pooled","age_scaling_effect",0,6.63376366021958e-05,0
"164",177,97,100,0,1549.88487912375,0.0712102229960973,8.64067334423083e-05,0.0879241436306093,"strong support","age_scaling_effect",0,0,0
"165",178,449,100,4.86811771906223e-05,6411.10073946007,0.0382997567543998,1.0000001e-08,0.135976699279394,"pooled","age_scaling_effect",0,7.59326349233472e-09,0
"166",178,449,100,0,6411.10073946007,0.0382997567543998,1.0000001e-08,0.135976699279394,"strong support","age_scaling_effect",0,0,0
"167",179,801,100,4.05083453807865,6234.15899304335,0.116731676391082,0.000784600093839199,0.147381975486282,"pooled","age_scaling_effect",4,0.000649780434313425,0.000641626240919356
"168",179,801,100,0.0155208948450742,6234.15899304335,0.116731676391082,0.000784600093839199,0.147381975486282,"strong support","age_scaling_effect",4,2.48965335378739e-06,0.000641626240919356
"169",17,47618,100,0.177884642184238,265561.555670806,0.2944869629672,9.77830072134872e-07,0.338178700996722,"pooled","age_scaling_effect",116,6.6984335038595e-07,0.000436810214140315
"170",17,47618,100,0.00757416287760913,265561.555670806,0.2944869629672,9.77830072134872e-07,0.338178700996722,"strong support","age_scaling_effect",116,2.85213078319143e-08,0.000436810214140315
"171",180,267,100,6.20779941425539,2766.22032629268,0.0988825370646852,0.00319515975071554,0.127218711260395,"pooled","age_scaling_effect",1,0.00224414496388838,0.000361504103810926
