"","N_lambda","N_mu","N_both","N_lambda_ratio","N_mu_ratio","N_both_ratio","N_sum","type","tree_index","ntip"
"146",0.00240992678788648,0.00249656767422245,0.0106821965824451,0.154594557105447,0.160152489204322,0.685252953690232,0.015588691044554,"estimate, all pooled",149,69
"147",4.12793843513258e-05,2.42864265672109e-05,0.000131307996734549,0.209674333236166,0.123360374123542,0.666965292640292,0.000196873807653085,"estimate, all pooled",150,764
"148",2.61923632368734e-06,3.55809455306578e-06,1.40927799023323e-05,0.129216675341994,0.17553404576047,0.695249278897536,2.02701107790854e-05,"estimate, all pooled",151,353
"149",3.6634663129394e-06,5.96943354774138e-06,2.91742009772682e-05,0.0944019582456656,0.153823228709317,0.751774813045017,3.8807100837949e-05,"estimate, all pooled",152,498
"150",0.00516198831874896,0.00446941466619084,0.0208954237014236,0.169096787287585,0.146409409406035,0.68449380330638,0.0305268266863634,"estimate, all pooled",153,607
"151",0.0344775886504611,0.0334898823259347,0.148206912417455,0.1594897050667,0.154920679315269,0.685589615618031,0.216174383393851,"estimate, all pooled",154,187
"152",0.00252960704394804,0.00258812607532256,0.0112920205011447,0.154152652286075,0.157718765021717,0.688128582692208,0.0164097536204153,"estimate, all pooled",155,109
"153",1.847140494197,1.56076991401145,7.16106046398154,0.174770137654306,0.147674729440146,0.677555132905547,10.56897087219,"estimate, all pooled",156,779
"154",1.79402834161482e-06,2.21619076306004e-06,9.35954211567083e-06,0.134185518503107,0.165761431826285,0.700053049670608,1.33697612203457e-05,"estimate, all pooled",157,230
"155",0.0108632550612631,0.0110607824549059,0.0495494894679761,0.151989911784722,0.154753555919515,0.693256532295763,0.0714735269841451,"estimate, all pooled",158,218
"156",4.28305067937902e-06,6.15386753817894e-06,3.03442152844364e-05,0.105025297523169,0.150899864955396,0.744074837521435,4.07811335019944e-05,"estimate, all pooled",159,594
"157",0.00501541920129563,0.00514251138143671,0.0223546377016599,0.154260935568824,0.158169952507424,0.687569111923751,0.0325125682843922,"estimate, all pooled",160,428
"158",1.81288719164915,1.70732787645394,7.52750009217205,0.164096119907928,0.154541265020397,0.681362615071675,11.0477151602751,"estimate, all pooled",161,79
"159",3.263155442134e-06,4.37042693383243e-06,1.94062905897141e-05,0.120679392476276,0.161628974343905,0.717691633179819,2.70398729656805e-05,"estimate, all pooled",162,434
"160",1.73143146124135,2.05794421054203,8.88083268752333,0.136653748079017,0.162423864879096,0.700922387041887,12.6702083593067,"estimate, all pooled",163,679
"161",0.00347510009328056,0.00344222229718317,0.0157578352111751,0.153255829764526,0.151805881910801,0.694938288324674,0.0226751576016388,"estimate, all pooled",164,1142
"162",1.42000970082349,1.70313021523259,7.54529344747137,0.133103863747992,0.159642016517171,0.707254119734836,10.6684333635275,"estimate, all pooled",165,867
"163",1.42222244609084,2.22516596519318,10.2510916854077,0.102329350849621,0.16010138876429,0.73756926038609,13.8984800966917,"estimate, all pooled",166,690
"164",4.51054197615841e-06,5.20695374033247e-06,2.33423133239609e-05,0.13643581457592,0.157501022887376,0.706063162536704,3.30598090404518e-05,"estimate, all pooled",167,571
"165",0.00147300804598095,0.00121581643669416,0.00549625775715476,0.179962522406075,0.14854052788594,0.671496949707985,0.00818508223982987,"estimate, all pooled",168,483
"166",1.2897607498408,1.7222358165323,7.90857069482824,0.118103823637721,0.157705710274875,0.724190466087404,10.9205672612013,"estimate, all pooled",169,1710
"167",2.59345713181135,2.61136581172216,11.1698367857539,0.158382352652663,0.159476035221149,0.682141612126188,16.3746597292874,"estimate, all pooled",170,237
"168",2.25615779315636e-06,2.55765179234833e-06,1.00466665622955e-05,0.151822712187478,0.17211102571077,0.676066262101752,1.48604761478002e-05,"estimate, all pooled",171,355
"169",0.000692417823372351,0.000557219342160306,0.00274632725598673,0.173279276372804,0.139445521376398,0.687275202250798,0.00399596442151939,"estimate, all pooled",172,383
"170",4.42344536118296,5.66090706689376,24.7927466919139,0.126829509127597,0.16231014647801,0.710860344394393,34.8770991199906,"estimate, all pooled",173,257
"171",1.48561887770927e-06,1.74389508784055e-06,6.28961740129812e-06,0.15606664310603,0.183198972745977,0.660734384147993,9.51913136684794e-06,"estimate, all pooled",174,291
"172",2.50413733510816,2.30896718575399,10.4338913320007,0.16423808068643,0.151437516481022,0.684324402832548,15.2469958528629,"estimate, all pooled",175,821
"173",1.28603552621406e-06,2.52674113477689e-06,1.21761193049494e-05,0.0804330410901157,0.158030994770332,0.761535964139553,1.59888959659403e-05,"estimate, all pooled",176,217
"174",2.15760327479987,2.4409222719148,10.5843227670061,0.14210793852495,0.16076840270537,0.69712365876968,15.1828483137207,"estimate, all pooled",177,353
"175",0.0013315459337993,0.000721482190688244,0.00400712867744789,0.219721366512174,0.119053386614984,0.661225246872842,0.00606015680193544,"estimate, all pooled",178,760
"176",5.78482404118985e-05,5.38381293151854e-05,0.000236966765503296,0.165919174579268,0.154417453551969,0.679663371868763,0.00034865313523038,"estimate, all pooled",179,613
"177",3.01212417103378,2.5250613590491,11.4619945273718,0.177192321091562,0.148540185498052,0.674267493410386,16.9991800574546,"estimate, all pooled",180,1020
