"","N_lambda","N_mu","N_both","N_lambda_ratio","N_mu_ratio","N_both_ratio","N_sum","type","tree_index","ntip"
"178",22.9679043205174,19.0445644310599,88.7127563380525,0.17569603957285,0.145683929157531,0.678620031269619,130.72522508963,"estimate, all pooled",181,8941
"179",2.97481109665343e-06,4.8095626650302e-06,2.31203569621565e-05,0.0962574669630963,0.155625451262064,0.74811708177484,3.09047307238401e-05,"estimate, all pooled",182,413
"180",1.61835718235065,1.59369434537039,7.32841953590438,0.153537462660043,0.151197639626386,0.695264897713571,10.5404710636254,"estimate, all pooled",183,1070
"181",0.0109153340152573,0.0121668231197605,0.0538618519969846,0.141860739236128,0.158125671602158,0.700013589161713,0.0769440091320024,"estimate, all pooled",184,147
"182",0.609410634203411,0.791678237916757,3.44811947712534,0.125672190244873,0.163259274689638,0.711068535065489,4.84920834924551,"estimate, all pooled",185,539
"183",0.000147450964859281,0.000122213913206628,0.000566068983859748,0.176432919110794,0.146235445007612,0.677331635881594,0.000835733861925658,"estimate, all pooled",186,593
"184",1.78795118330121,2.05174408256201,9.08300302933029,0.138357419051269,0.158770562903658,0.702872018045073,12.9226982951935,"estimate, all pooled",187,532
"185",1.53156793598841,1.54905547068882,6.83506401714421,0.154459077875828,0.156222700905978,0.689318221218194,9.91568742382143,"estimate, all pooled",188,639
"186",2.34998480968264,1.60958704120498,8.04472887477174,0.195761907618618,0.134084198487669,0.670153893893712,12.0043007256594,"estimate, all pooled",189,1863
"187",0.000142169476855368,0.000122860264887852,0.000557885040081211,0.172763304287928,0.149298891697469,0.677937804014604,0.00082291478182443,"estimate, all pooled",190,515
"188",1.97787856488181,1.83385534920897,8.03958091203456,0.166891066004063,0.154738556532678,0.678370377463259,11.8513148261253,"estimate, all pooled",191,280
"189",0.000913300403722742,0.00112348201935943,0.00471490283442178,0.135269990956359,0.166400235868633,0.698329773175008,0.00675168525750396,"estimate, all pooled",192,321
"190",6.0840594460449e-06,4.97692729652048e-06,2.33721904784572e-05,0.176691782085401,0.144538718125666,0.678769499788933,3.44331772210226e-05,"estimate, all pooled",193,748
"191",0.0072129360966246,0.00755762784410052,0.0344896687883476,0.14642513234347,0.15342249570088,0.70015237195565,0.0492602327290727,"estimate, all pooled",194,230
"192",0.00110842939349975,0.000638649567797731,0.00347529978340755,0.212246075530922,0.122290932737358,0.66546299173172,0.00522237874470503,"estimate, all pooled",195,704
"193",0.0156720782249979,0.0155724388276409,0.0704167648074455,0.154159754217611,0.153179642659564,0.692660603122825,0.101661281860084,"estimate, all pooled",196,460
"194",1.88913539811979,1.87523046008235,8.21987404996423,0.157634978321194,0.156474709656348,0.685890312022459,11.9842399081664,"estimate, all pooled",197,84
"195",0.00697890368053806,0.00716772933123492,0.0325965341755598,0.149303183769484,0.153342825540871,0.697353990689645,0.0467431671873328,"estimate, all pooled",198,101
"196",3.41885249325106,3.17506958615118,14.1533217322341,0.164785863813561,0.153035729226376,0.682178406960063,20.7472438116363,"estimate, all pooled",199,3007
"197",0.00167086058836003,0.000775119721610885,0.00441097857684075,0.243673706659329,0.113041325521393,0.643284967819277,0.00685695888681166,"estimate, all pooled",200,557
"198",6.3071809734593e-06,1.05129482696002e-05,4.81514170772639e-05,0.0970760483729842,0.161808497180738,0.741115454446278,6.49715463203234e-05,"estimate, all pooled",201,949
"199",2.69738440613904,2.73885510820094,12.3548855869696,0.151614043000602,0.153945019924532,0.694440937074866,17.7911251013096,"estimate, all pooled",202,3223
"200",0.548617787850141,0.621232615032247,2.75811532973481,0.139669698056301,0.158156322463211,0.702173979480488,3.9279657326172,"estimate, all pooled",203,547
"201",1.19790004369478,1.11615386827028,4.95764616098462,0.164734523107038,0.153492836210656,0.681772640682307,7.27170007294967,"estimate, all pooled",204,761
"202",0.00154918810871314,0.00113205880382417,0.00597392018903054,0.178989971023495,0.130795718966432,0.690214310010073,0.00865516710156786,"estimate, all pooled",205,319
"203",0.0262606616250254,0.0139700071869609,0.079825130757194,0.218737134892789,0.116362618358232,0.664900246748979,0.12005579956918,"estimate, all pooled",206,515
"204",0.00201206785621798,0.00130676317157399,0.0068238510584274,0.198376311030367,0.128838029277232,0.672785659692401,0.0101426820862194,"estimate, all pooled",207,406
"205",6.98693338975245,6.46734079305336,29.9985094607695,0.160793689238951,0.148836052624435,0.690370258136614,43.4527836435754,"estimate, all pooled",208,2283
"206",0.550626051072229,0.330955404474489,1.73969231171479,0.210060489655561,0.12625747398382,0.663682036360619,2.62127376726151,"estimate, all pooled",209,442
"207",0.00733475224206579,0.00585228578020155,0.0278493034070343,0.17873796704568,0.142612269426698,0.678649763527621,0.0410363414293016,"estimate, all pooled",210,828
"208",0.206706490090308,0.132419346091633,0.672133282225364,0.204405069212986,0.130945020599852,0.664649910187162,1.01125911840731,"estimate, all pooled",211,571
"209",1.95497139810225,2.39498041455996,10.8119481459857,0.128939737330689,0.157960441705324,0.713099820963987,15.161899958648,"estimate, all pooled",212,1301
"210",4.73529475475172,4.50019424786954,20.7909302205215,0.157704277674975,0.149874489343073,0.692421232981952,30.0264192231428,"estimate, all pooled",213,4749
"211",2.09733943479995e-06,2.68696382668522e-06,1.23900719139328e-05,0.122120275898125,0.156451911597409,0.721427812504466,1.71743751754179e-05,"estimate, all pooled",214,258
"212",2.83148643046691e-06,4.42137130819894e-06,1.94637462090515e-05,0.105982273645556,0.165491516693188,0.728526209661257,2.67166039477173e-05,"estimate, all pooled",215,381
"213",0.0021031791203846,0.00236856334019739,0.0106882100668094,0.138732566383999,0.156238176598364,0.705029257017636,0.0151599525273914,"estimate, all pooled",216,119
"214",6.57240164562381e-06,8.00836549289579e-06,3.52730389122934e-05,0.131833498106944,0.160636992985718,0.707529508907338,4.9853806050813e-05,"estimate, all pooled",217,888
"215",1.44388456047907e-06,1.61193471831926e-06,7.02632559304042e-06,0.143212042559724,0.159880138483398,0.696907818956878,1.00821448718387e-05,"estimate, all pooled",218,193
"216",1.94792477019926,1.65583626644114,7.57914970746235,0.174187634576846,0.148068450543106,0.677743914880048,11.1829107441027,"estimate, all pooled",219,672
"217",4.12226945623824e-06,4.65092250128429e-06,2.02450655549403e-05,0.142057787393602,0.160275733278844,0.697666479327554,2.90182575124628e-05,"estimate, all pooled",220,551
"218",0.00644323138861914,0.00652339521494839,0.0287132799474901,0.154588431735715,0.156511752418573,0.688899815845712,0.0416799065510576,"estimate, all pooled",221,74
"219",4.98245485358091e-06,6.11043512290688e-06,2.80770725700901e-05,0.127200909310448,0.155997982271258,0.716801108418294,3.91699625465779e-05,"estimate, all pooled",222,567
"220",0.00343051714327529,0.00471734414716368,0.0191952341566111,0.125461915967725,0.172524144396849,0.702013939635426,0.0273430954470501,"estimate, all pooled",223,266
"221",1.65617186678085,1.89966669799312,8.31796485786837,0.139481159307612,0.159988053564253,0.700530787128135,11.8738034226423,"estimate, all pooled",224,8582
"222",0.00776062040805386,0.00626853120956299,0.0290896535976578,0.179982269205008,0.145378128597645,0.674639602197348,0.0431188052152747,"estimate, all pooled",225,313
"223",0.593179079226961,0.493777534081914,2.25909490225892,0.177277330150819,0.147570212767069,0.675152457082111,3.34605151556779,"estimate, all pooled",226,730
"224",5.93730783468904e-07,8.68482881585531e-07,2.72408328360279e-06,0.141827202119368,0.207458499059437,0.650714298821194,4.18629694865723e-06,"estimate, all pooled",227,120
"225",2.31119450173562e-06,3.35328583115648e-06,1.33356002154091e-05,0.121641300196607,0.176487979755238,0.701870720048155,1.90000805483012e-05,"estimate, all pooled",228,324
"226",4.43190463586823e-05,2.8623736211829e-05,0.000148358100910371,0.20026601639171,0.129343072479427,0.670390911128863,0.000221300883480882,"estimate, all pooled",229,1279
"227",5.95760502086113e-06,8.67436317208987e-06,4.16067477859956e-05,0.105934229065461,0.154241842494007,0.739823928440532,5.62387159789466e-05,"estimate, all pooled",230,761
"228",0.875796380819508,1.42619615508892,6.71625484556145,0.0971138120050952,0.158145601330407,0.744740586664498,9.01824738146988,"estimate, all pooled",231,1064
"229",0.599240394828991,0.483499788435387,2.23595985781928,0.180564795676237,0.145689511691304,0.673745692632459,3.31870004108366,"estimate, all pooled",232,336
"230",1.27518205753921,1.24478236785551,5.59123187511165,0.157212575099385,0.153464707515191,0.689322717385424,8.11119630050637,"estimate, all pooled",233,52
"231",4.40313375971519,6.68075646375977,31.0759128634045,0.104439144334749,0.158462705577458,0.737098150087794,42.1598030868794,"estimate, all pooled",234,967
"232",1.16322515642219e-06,2.04002252335324e-06,7.93793744809716e-06,0.104407667862199,0.183106420002805,0.712485912134996,1.11411851278726e-05,"estimate, all pooled",235,184
"233",1.12577743829052,1.16862141354628,5.05721108624786,0.153133456177875,0.158961291933116,0.687905251889008,7.35160993808466,"estimate, all pooled",236,793
"234",1.15632638123192,1.39233888785295,5.89471060093862,0.136950717228784,0.164903103839801,0.698146178931416,8.4433758700235,"estimate, all pooled",237,885
"235",2.19881832141284e-06,3.17947167067163e-06,1.34899796959428e-05,0.116535239201509,0.168508915933566,0.714955844864925,1.88682696880272e-05,"estimate, all pooled",238,309
"236",9.34972699594442e-06,1.39427596827471e-05,5.75451634536899e-05,0.115660549021812,0.172478537660535,0.711860913317652,8.08376501323814e-05,"estimate, all pooled",239,1339
"237",1.85017274979404,2.41175906493989,10.9577238320039,0.12156469191802,0.158463444963475,0.719971863118504,15.2196556467378,"estimate, all pooled",240,785
"238",3.35456445317909e-06,4.86835932836432e-06,2.02493241046316e-05,0.117818742889209,0.170986124728431,0.71119513238236,2.84722478861751e-05,"estimate, all pooled",241,456
"239",0.000192441360471074,0.000198077882581236,0.000863688837310423,0.153436549711446,0.157930638211124,0.688632812077429,0.00125420808036273,"estimate, all pooled",242,344
"240",0.489763019632837,0.488859265474166,2.13422975696344,0.157335785001552,0.157045455057675,0.685618759940773,3.11285204207045,"estimate, all pooled",243,207
"241",0.000575238922692333,0.000341700888758846,0.00180598774781227,0.21125751977329,0.125490260508905,0.663252219717806,0.00272292755926345,"estimate, all pooled",244,310
"242",0.00188892174563859,0.00150164832461072,0.00730403683085888,0.176623765894832,0.140411736354248,0.68296449775092,0.0106946069011082,"estimate, all pooled",245,391
"243",3.27990157116913,3.28515919473307,14.5010307280003,0.155695781161801,0.155945358714688,0.688358860123511,21.0660914939025,"estimate, all pooled",246,289
"244",2.87694768394396,3.18824595417638,14.0182765578569,0.143249530876403,0.158749754054705,0.698000715068893,20.0834701959773,"estimate, all pooled",247,139
"245",4.10943090390754e-06,2.37071101861138e-06,1.28694487572278e-05,0.212378182666619,0.122519957029004,0.665101860304377,1.93495906797467e-05,"estimate, all pooled",248,581
"246",4.37994744374814,4.35364778728124,19.7941682426799,0.153532801398351,0.152610904506884,0.693856294094765,28.5277634737093,"estimate, all pooled",249,2168
"247",8.31153469915001e-06,8.46367652956449e-06,3.78128086717131e-05,0.152259318332316,0.155046410274687,0.692694271392997,5.45880199004276e-05,"estimate, all pooled",250,1100
"248",8.28682316833638e-06,1.16655865141072e-05,5.92620943507008e-05,0.104612447802098,0.147265789977378,0.748121762220524,7.92145040331443e-05,"estimate, all pooled",251,1096
"249",0.264921146085516,0.316828136560138,1.5357645126207,0.125109525462238,0.149622702467582,0.72526777207018,2.11751379526636,"estimate, all pooled",252,862
"250",0.000510827512779394,0.000382165616978523,0.00182155351495901,0.188181519655804,0.140784324970911,0.671034155373286,0.00271454664471693,"estimate, all pooled",253,162
"251",3.67278090856701e-06,4.50965453551496e-06,1.88641983104971e-05,0.13579438172949,0.166736259175006,0.697469359095504,2.70466337545791e-05,"estimate, all pooled",254,507
"252",2.11990188076608,2.13807566516939,9.54459589123185,0.153587437184551,0.154904132544734,0.691508430270715,13.8025734371673,"estimate, all pooled",255,3362
"253",0.957736535762702,1.1682376181836,5.05577465853774,0.133357008267661,0.162667568678098,0.70397542305424,7.18174881248404,"estimate, all pooled",256,307
"254",3.50868634966804e-06,4.18693824342815e-06,1.82701790020524e-05,0.135127200543241,0.161248167347704,0.703624632109055,2.59658035951486e-05,"estimate, all pooled",257,457
"255",0.186370749872557,0.208424442825731,0.908808070528536,0.142965850983858,0.159883339283622,0.69715080973252,1.30360326322682,"estimate, all pooled",258,295
"256",6.31015596369489,6.08324968293916,26.7830079406066,0.161070281475435,0.155278370986986,0.683651347537579,39.1764135872406,"estimate, all pooled",259,270
"257",0.00156634527875453,0.00131571270322655,0.00594428572185119,0.177462529368129,0.149066561123751,0.67347090950812,0.00882634370383226,"estimate, all pooled",260,357
"258",0.00122933206489182,0.00115811936755494,0.00528622703337121,0.160201143476082,0.150921018220104,0.688877838303814,0.00767367846581797,"estimate, all pooled",261,180
"259",0.000591484283524018,0.000492109585962897,0.00223867415955006,0.17803629278384,0.148124588883801,0.673839118332359,0.00332226802903697,"estimate, all pooled",262,344
"260",7.56864178913486,7.72210123309574,34.260364921891,0.152744148479383,0.155841141671421,0.691414709849195,49.5511079441216,"estimate, all pooled",263,355
"261",1.72699242709264e-06,3.49920152419885e-06,1.52915533927155e-05,0.0841706644563526,0.170545112264525,0.745284223279122,2.0517747344007e-05,"estimate, all pooled",264,305
"262",2.77228837236646e-06,3.91605851334428e-06,1.63320026256656e-05,0.120427727259155,0.170112904298391,0.709459368442454,2.30203495113763e-05,"estimate, all pooled",265,351
"263",0.00285129755019772,0.00224786307452572,0.0103834356021344,0.184161461580425,0.145186442996319,0.670652095423256,0.0154825962268578,"estimate, all pooled",266,214
"264",0.00307876171735779,0.00361987563177541,0.0159334833599453,0.136035051992401,0.159944164239251,0.704020783768348,0.0226321207090785,"estimate, all pooled",267,437
"265",1.39872701806633e-06,1.7251835041829e-06,7.17426123959183e-06,0.135822848017469,0.167523279284912,0.696653872697619,1.02981717618411e-05,"estimate, all pooled",268,225
"266",1.12849028803512e-06,1.22072700171973e-06,5.4087761027781e-06,0.145461620155708,0.157350868962414,0.697187510881878,7.75799339253295e-06,"estimate, all pooled",269,157
"267",0.000121499642968934,0.000132699571247096,0.000581186069934993,0.145441445132004,0.158848346702629,0.695710208165368,0.000835385284151023,"estimate, all pooled",270,66
"268",3.62877921152923,4.15324821536966,18.275807386416,0.139258662031084,0.159385775722527,0.701355562246389,26.0578348133148,"estimate, all pooled",271,1113
"269",0.00482827364983595,0.00553332868077977,0.025460956011577,0.134783049376713,0.154464922017099,0.710752028606188,0.0358225583421927,"estimate, all pooled",272,132
"270",1.00211659972902,0.926372643156821,4.10839975758889,0.165998844711277,0.153451992091286,0.680549163197437,6.03688900047472,"estimate, all pooled",273,89
"271",2.20317457614109,3.02854515509378,13.9649495549518,0.114768585284033,0.157764094903329,0.727467319812638,19.1966692861867,"estimate, all pooled",274,1760
"272",5.5191200098117,5.57464039229449,24.8662530618071,0.153479364387621,0.155023312154451,0.691497323457928,35.9600134639133,"estimate, all pooled",275,255
"273",7.03056619824976,6.73740304302063,29.868055092547,0.161118394848844,0.154400020301557,0.684481584849599,43.6360243338174,"estimate, all pooled",276,324
"274",0.864098681175273,1.36328848769026,6.81035717831176,0.0956099938194369,0.150843887071894,0.753546119108669,9.0377443471773,"estimate, all pooled",277,284
"275",7.78664021857586,5.67450161997533,26.7284986675389,0.193747446369816,0.141193142026624,0.665059411603561,40.1896405060901,"estimate, all pooled",278,1036
"276",9.31685654178737e-06,9.09616307695612e-06,4.60018506322608e-05,0.144638287797251,0.141212161749473,0.714149550453276,6.44148702510043e-05,"estimate, all pooled",279,976
"277",0.364509857484123,0.353495514703619,1.58731563783252,0.158116746387923,0.153338955037985,0.688544298574092,2.30532101002026,"estimate, all pooled",280,79
"278",0.445707111550254,0.676227922247405,3.3770662128804,0.0990680124570652,0.150306231354506,0.750625756188429,4.49900124667806,"estimate, all pooled",281,824
"279",6.40927051817786,7.52262254411791,32.9341602264043,0.136757206302311,0.160513250343009,0.70272954335468,46.8660532887,"estimate, all pooled",282,371
"280",1.46535903750331e-06,2.56425327529804e-06,1.40810218675691e-05,0.0809115254004506,0.141588265201522,0.777500209398027,1.81106341803704e-05,"estimate, all pooled",283,226
"281",2.13390992785138e-06,2.6453827664331e-06,1.20918158929914e-05,0.126483088933513,0.156799581530062,0.716717329536424,1.68711085872759e-05,"estimate, all pooled",284,243
"282",0.00869675483104843,0.0097384498749482,0.0440836167518517,0.139106186397195,0.155768289418477,0.705125524184328,0.0625188214578483,"estimate, all pooled",285,269
"283",0.718477887092123,1.2447177195773,6.12459735295319,0.0888348515694013,0.153900789225368,0.75726435920523,8.08779295962261,"estimate, all pooled",286,422
"284",1.34683089879121,1.42671453371086,6.52112204802599,0.144903612917059,0.153498179111815,0.701598207971126,9.29466748052806,"estimate, all pooled",287,1486
"285",0.00264014148443737,0.00267065990735718,0.0122198527520135,0.150601424383806,0.152342284859945,0.697056290756249,0.0175306541438081,"estimate, all pooled",288,99
"286",1.52893101380077,2.33542347717635,11.0927887964675,0.102220790723065,0.156141011174023,0.741638198102912,14.9571432874446,"estimate, all pooled",289,389
"287",2.71243222843022e-06,4.56691535965027e-06,1.68065971517234e-05,0.1126147326888,0.189609143796759,0.69777612351444,2.40859447398039e-05,"estimate, all pooled",290,274
"288",0.899187352874242,0.933585950937428,4.12027028316702,0.151046660374042,0.156824981590844,0.692128358035113,5.95304358697869,"estimate, all pooled",291,435
"289",3.00386317194198e-06,3.17767391198928e-06,1.44103838768718e-05,0.14587581108435,0.154316535987003,0.699807652928647,2.05919209608031e-05,"estimate, all pooled",292,370
"290",0.931410145417921,1.1226187734137,5.00924652674338,0.131866603899956,0.158937419624064,0.709195976475981,7.063275445575,"estimate, all pooled",293,247
"291",0.749217631573731,1.0206339466928,4.47368919395737,0.119998837023189,0.163470374251958,0.716530788724853,6.2435407722239,"estimate, all pooled",294,3441
"292",1.402658204121,1.00656309892558,5.07810946702236,0.187337550215921,0.134435505767873,0.678226944016206,7.48733077006894,"estimate, all pooled",295,2003
"293",0.00464476582702828,0.00612684461066093,0.0281969269643171,0.119192716398669,0.157225418738592,0.723581864862738,0.0389685374020063,"estimate, all pooled",297,243
"294",0.000977058747431239,0.000565987661770943,0.00297773193676221,0.216126222667705,0.125196950272112,0.658676827060183,0.00452077834596439,"estimate, all pooled",298,497
"295",2.22724474948028e-06,3.15066461400019e-06,1.04280871213556e-05,0.140911378261854,0.199333500866135,0.659755120872011,1.58059964848361e-05,"estimate, all pooled",299,397
"296",0.038898988529255,0.0323384968682586,0.148449315001578,0.177065661016454,0.147202730475892,0.675731608507653,0.219686800399091,"estimate, all pooled",300,328
"297",2.87336563341332,2.46608938891497,11.741005885303,0.168225298424444,0.144380728497388,0.687393973078168,17.0804609076313,"estimate, all pooled",301,7826
"298",2.27583651475072,2.02747386827134,9.08860831228861,0.169941034330475,0.151395323881505,0.67866364178802,13.3919186953107,"estimate, all pooled",302,150
"299",2.97164755301727,2.76868219395316,12.7441580102393,0.160764398345753,0.149784090872264,0.689451510781983,18.4844877572098,"estimate, all pooled",303,1999
"300",2.91742531595467,3.28229598892359,14.9917067654661,0.137670066701987,0.154887909301256,0.707442023996757,21.1914280703444,"estimate, all pooled",304,3519
"301",0.488460560467352,0.446545034754216,2.03150479105434,0.164658301122807,0.150528727902011,0.684812970975182,2.96651038627591,"estimate, all pooled",305,981
"302",4.89583391842767e-06,8.03349486969867e-06,4.0670179490122e-05,0.0913410229999161,0.149880010614926,0.758778966385158,5.35995082782483e-05,"estimate, all pooled",306,693
"303",1.32181625969924,1.9185397750333,9.3169544010335,0.105262688731053,0.152782698560105,0.741954612708843,12.557310435766,"estimate, all pooled",307,655
"304",1.15519832561594,1.42226879356137,6.41495288200903,0.128463564364603,0.158163074386398,0.713373361248999,8.99242000118634,"estimate, all pooled",308,424
"305",3.30989232050497,3.82074663793661,17.2858925435407,0.135559480274103,0.156481957219289,0.707958562506608,24.4165315019823,"estimate, all pooled",309,706
"306",1.2441588894358,1.22355602305231,5.44420157886276,0.157251266592093,0.154647236783891,0.688101496624015,7.91191649135087,"estimate, all pooled",310,459
"307",0.13850690511987,0.140867474340908,0.623805324640996,0.153354758184715,0.155968378940715,0.690676862874571,0.903179704101774,"estimate, all pooled",311,126
"308",2.25778912214955,2.8148417434651,13.2982440429013,0.122900467908741,0.153223064088269,0.72387646800299,18.3708749085159,"estimate, all pooled",312,1048
"309",4.61623363925192e-06,4.06627603754112e-06,2.27839020160532e-05,0.146703528966457,0.129225921189659,0.724070549843884,3.14664116928462e-05,"estimate, all pooled",313,460
"310",1.11765243920403e-05,1.32137052180802e-05,5.89895206971564e-05,0.134043629908363,0.158476190794337,0.7074801792973,8.33797503072769e-05,"estimate, all pooled",314,1517
"311",0.00158489993379145,0.00132614938341032,0.00611600682429622,0.175572180891349,0.146908290213674,0.677519528894977,0.00902705614149799,"estimate, all pooled",315,666
"312",3.47032319858625e-06,6.3597543118126e-06,3.14480857087389e-05,0.0840716477659866,0.1540706711694,0.761857681064613,4.12781632191378e-05,"estimate, all pooled",316,624
"313",0.341084059443766,0.330196394908295,1.46486452412139,0.159672710832349,0.154575835552258,0.685751453615393,2.13614497847345,"estimate, all pooled",317,309
"314",2.24353484399978e-06,4.90826983454882e-06,1.12655560904876e-05,0.121816305394401,0.266502345048306,0.611681349557293,1.84173607690362e-05,"estimate, all pooled",318,431
"315",0.302976838794521,0.287989415311504,1.29306576403306,0.160812998864945,0.152858026051999,0.686328975083056,1.88403201813909,"estimate, all pooled",319,246
"316",4.42569556302812,5.07947865579305,22.4753687265251,0.138387130280793,0.15883028203973,0.702782587679478,31.9805429453463,"estimate, all pooled",320,1965
"317",1.37073756149311,1.26551291999549,5.72762961383734,0.16388775853675,0.151306918029912,0.684805323433338,8.36388009532594,"estimate, all pooled",321,644
"318",0.96899237476713,1.0007538599352,4.37928868336519,0.152620419838873,0.15762298882423,0.689756591336897,6.34903491806752,"estimate, all pooled",322,493
"319",5.81226178585992,6.02363353539838,27.1436863999965,0.149110419588997,0.154533047031487,0.696356533379515,38.9795817212548,"estimate, all pooled",323,2197
"320",0.00124449744655987,0.000792357571338755,0.00415865632170137,0.200870820557681,0.127892199353139,0.67123698008918,0.0061955113396,"estimate, all pooled",324,240
"321",3.03449204953453,2.83531730598704,12.601652468258,0.164280016302122,0.153497180300963,0.682222803396915,18.4714618237795,"estimate, all pooled",325,130
"322",3.38485331572467e-06,4.50470062364916e-06,2.02500485017442e-05,0.120287886895611,0.160084017998308,0.719628095106081,2.8139602441118e-05,"estimate, all pooled",326,468
"323",0.524342861245229,0.750442896640475,3.29972695605908,0.114622670005232,0.164048707166744,0.721328622828025,4.57451271394478,"estimate, all pooled",327,688
"324",0.0038540524883341,0.00397631152977098,0.0172954552613588,0.153390122147545,0.158255994980468,0.688353882871988,0.0251258192794639,"estimate, all pooled",328,151
"325",0.000427591169580721,0.00036601744578367,0.00168854851140757,0.17226595567574,0.147459418195525,0.680274626128735,0.00248215712677196,"estimate, all pooled",329,573
"326",1.84725908519518e-06,3.01611655620885e-06,1.64833842547819e-05,0.0865358065663739,0.141291538897561,0.772172654536065,2.13467598961859e-05,"estimate, all pooled",330,257
"327",1.71096512881526e-06,1.87656104459952e-06,8.38274061220085e-06,0.142934586125623,0.156768523058695,0.700296890815682,1.19702667856156e-05,"estimate, all pooled",331,193
"328",1.71564666748454e-06,2.23983548741808e-06,8.47270939148919e-06,0.138044755834378,0.180222156945139,0.681733087220482,1.24281915463918e-05,"estimate, all pooled",332,248
"329",0.221928829673592,0.291322477783168,1.31369598571167,0.121475222905149,0.159458611024259,0.719066166070592,1.82694729316843,"estimate, all pooled",333,422
"330",6.59297700094222e-06,1.13943396165589e-05,5.65902711130599e-05,0.0884042673083203,0.152785038552401,0.758810694139278,7.4577587730561e-05,"estimate, all pooled",334,978
"331",5.29325830760819,4.04116461994121,18.9754144518331,0.186975934784534,0.142747715777566,0.670276349437899,28.3098373793825,"estimate, all pooled",335,2530
"332",4.19167324678735e-06,6.4785815429106e-06,3.07677789002077e-05,0.101155215958243,0.15634384564171,0.742500938400047,4.14380336899057e-05,"estimate, all pooled",336,575
"333",1.30584864365116e-06,1.50437464166603e-06,6.53049828358333e-06,0.13980168812642,0.161055506319209,0.69914280555437,9.34072156890053e-06,"estimate, all pooled",337,138
"334",0.00944894961062119,0.0092085493089497,0.0424722746345605,0.154571971418379,0.15063934926563,0.69478867931599,0.0611297735541314,"estimate, all pooled",338,657
"335",2.18735393467885e-06,3.14768614049186e-06,1.32376256861717e-05,0.117772750707207,0.169479501808703,0.71274774748409,1.85726657613424e-05,"estimate, all pooled",339,319
"336",0.840143080468306,0.976393658094647,4.25609209499884,0.138349157094051,0.16078599315973,0.700864849746218,6.07262883356179,"estimate, all pooled",340,533
"337",0.000865737856623824,0.000480137898508739,0.00271125008171487,0.213386986610339,0.118344344695462,0.668268668694199,0.00405712583684743,"estimate, all pooled",341,732
"338",0.65942038550929,0.95343542155094,4.50379226510475,0.107807475226524,0.155875474655758,0.736317050117719,6.11664807216498,"estimate, all pooled",342,657
"339",1.28483192002263e-05,1.52335892673941e-05,5.58179459901522e-05,0.153138754331129,0.181568721016808,0.665292524652063,8.38998544577726e-05,"estimate, all pooled",343,536
"340",3.13420293051112e-06,4.52325557348405e-06,1.61332093366462e-05,0.131740855343161,0.190127305537721,0.678131839119118,2.37906678406414e-05,"estimate, all pooled",344,448
"341",5.29534465176468,5.97571864099751,26.2873952497607,0.140989403113267,0.159104470015241,0.699906126871492,37.5584585425229,"estimate, all pooled",345,1009
"342",6.54413748939154e-06,9.94604443841683e-06,4.85202783611597e-05,0.100662838877054,0.152991447748673,0.746345713374273,6.5010460288968e-05,"estimate, all pooled",346,946
"343",0.000644259978208051,0.000397467287160029,0.00206254203760568,0.207539976506187,0.128038919425989,0.664421104067824,0.00310426930297376,"estimate, all pooled",347,1076
"344",2.21593420313474e-06,4.09775614095904e-06,2.02495759111583e-05,0.0834209988275296,0.154264016389507,0.762314984782964,2.65632662552521e-05,"estimate, all pooled",348,350
"345",1.96798256696802e-06,3.67809040706619e-06,1.83409039936047e-05,0.0820437927473333,0.153336971642085,0.764619235610582,2.39869769676389e-05,"estimate, all pooled",349,343
"346",5.85746633701023e-06,1.02133170005158e-05,5.03049217919137e-05,0.0882471429205543,0.153871314520858,0.757881542558587,6.63757051294397e-05,"estimate, all pooled",350,851
"347",2.83329800184766e-06,3.79553447666033e-06,1.81816542057476e-05,0.114197598697072,0.15298105696044,0.732821344342488,2.48104866842556e-05,"estimate, all pooled",351,370
"348",0.000234010358618844,0.00020874881415001,0.000917438930438243,0.172041379904214,0.153469420121833,0.674489199973953,0.0013601981032071,"estimate, all pooled",352,310
"349",0.546646347785521,0.509791350828451,2.30018359380345,0.162856128280062,0.151876338263141,0.685267533456797,3.35662129241743,"estimate, all pooled",353,654
"350",2.92795764211303,3.19000369858243,14.526512068981,0.141827673877147,0.154520952667517,0.703651373455336,20.6444734096765,"estimate, all pooled",354,3087
"351",5.79696760759212,6.16035096756999,27.4018112301486,0.147283937329579,0.156516442259828,0.696199620410593,39.3591298053107,"estimate, all pooled",355,230
"352",2.59917057904979,2.90750134911446,13.2820723192791,0.138336577730758,0.154746975679872,0.706916446589369,18.7887442474434,"estimate, all pooled",356,2204
"353",0.000870530517367481,0.000508630810661631,0.00270392905029642,0.213203832564804,0.124570059326049,0.662226108109147,0.00408309037832553,"estimate, all pooled",357,653
"354",0.00168610576641328,0.00170483868382724,0.00751182057103239,0.154649372257719,0.156367552680522,0.688983075061759,0.0109027650212729,"estimate, all pooled",358,310
"355",3.37893067352981,2.97923850079533,13.5092121730924,0.170074284800952,0.149956274996583,0.679969440202465,19.8673813474175,"estimate, all pooled",359,2845
"356",2.78556275171527e-06,3.75969617141e-06,1.74821515162363e-05,0.11593270771918,0.156475296449379,0.727591995831441,2.40274104393616e-05,"estimate, all pooled",360,403
